,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,SN_pc_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_R,Thal_LP_L,LC_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,ACC_sup_L,Olfactory_L,Thal_MGN_R,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuI_R,Temporal_Mid_L,Thal_VA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Thal_LGN_R,Hippocampus_L,Thal_MDm_R,Thal_PuI_L,Cuneus_R,ACC_sub_L,OFCmed_R,Vermis_10,ACC_pre_L,N_Acc_L,Calcarine_L,Occipital_Mid_L,Cerebellum_10_L,ParaHippocampal_R,Thal_PuA_R,Supp_Motor_Area_R,Parietal_Sup_R,OFCant_R,Cerebellum_3_L,Temporal_Pole_Sup_L,Temporal_Pole_Mid_R
Vermis_8,0.13906312039272736,0.2188922644693586,0.2712665796383795,0.5684540857266244,-0.05383418446182287,0.4045500058330414,0.4565320274502719,0.08284047719690597,0.15899125775068848,0.3896819436613362,1.0,0.04682605278074531,0.21110166465796076,0.12941833732290461,0.534556843249639,0.33984575247491866,0.5408105306844159,0.38544439833912025,0.1316464389864669,-0.04519913376131981,0.3851579077275551,0.4005821565075477,0.3022540101009061,-0.20871246917780129,0.443132667224489,0.23448438477304562,0.04091962315130162,-0.27739870280124207,0.39479118051725787,0.3128180172848702,0.0663802712011038,0.08852923757294952,0.1965818412261126,0.3380903951615878,0.43339194086568283,0.39019594419238773,0.2322534187559719,0.13460492690853032,0.25114341984587163,0.4260439051678723,0.3044131635285252,0.18348629347256726,0.5546848483942759,0.3200064069766026,0.4010465181397838,0.11664046251611067,0.2558636613903864,0.22525041920418568,0.09782131865169104,0.19334576906652123,0.17764420753655422,0.2547899190934087,0.4696981833382383,0.0251101551058789,0.3939081289467251,0.11744678146178517,0.5490870743725916,0.17571689794367717,0.29851726742325446,0.5479461045754711,0.39048152761389177,0.3131818425547979,-0.20438404134012536,0.4310953025255686,-0.019873900198496337,0.38635861611464534,0.5407222737307793,0.4108901537352529,0.07163436610736039,0.24480404514463955,0.3179413148091829,-0.16701543213066528,0.19595866278359814,0.4826206547677474,0.22003906968848297,0.3686817346259827,0.41316330158552733,0.18625691800477448,0.6948520543665468,0.22194807678275463,0.06599164316810728,0.2132508391413659,0.10227501293064731,0.3016033151473705,0.29339499951227205,-0.15150955363763263,0.26951448308045983,0.2590669645044926,0.45686979166590197,0.5181453009473094,-0.03633285345692153,0.4016055741877128,0.3359522933929609,0.2031937718351458,0.44006318351694634,-0.043900218374051274,-0.20245430559578995,0.39200396487647227,0.36335909973903074,-0.0965434338081567
Thal_AV_L,0.2925774429744788,0.7598313106318098,0.5500713427207884,0.4537000884790964,0.2108006724293107,0.2421611236775492,0.2610590623378816,0.10829974600304709,0.2811262058315253,0.4988940452930942,0.04682605278074531,1.0,0.8469259870561875,0.08204748215122058,0.3997328091952647,0.5457066074520069,0.44221859686210224,0.5927409146280157,0.7213241416193551,0.3204055508949854,0.6255983849985224,0.45818268716005717,0.6667611838868743,0.29360348843269896,0.07281252322826132,0.7004718533335745,0.21374959159626244,0.05704101445726409,0.3440132394162805,0.13433504913603342,0.4666484400277515,0.5586839653387425,0.34038105545910496,0.7225397719321274,0.37716093433712294,0.29736453998561163,0.14417389854836732,0.7358264356350871,0.4790404454767271,0.30535571584579974,0.4578444980473985,0.7826096616586926,0.2738055989666504,0.7289050815474787,0.6215655931679097,0.23839549301730295,0.7505458672452558,0.7416507706612239,0.13009014953381298,0.7773762936765994,0.7871286216371801,0.597311311156962,0.22561588092420598,0.4770913744370627,0.3836572444646724,0.23582460049846857,0.5096340047799349,0.8034682612378089,0.14837262059901288,0.43454174230526266,0.5921077280347293,0.12988738426333687,0.02573842184469943,0.4032472958093179,0.1685853876854541,0.5429200645179115,0.5170715649527549,0.5359223137774871,0.5989417067392323,0.6742361983256152,0.5296794636726581,0.00297602781441317,0.6908607544374307,0.4320481274303305,0.6440914419255657,0.67303775112545,0.5518418815621849,0.49167206954213777,0.1256063105351116,0.8173203450917608,0.742333527102308,0.7134623637430582,0.8096356570377007,0.41858688733189287,0.7241990433237514,0.23535258633991368,0.5791265439047193,0.7068014193909372,0.21951356802984814,0.5209058485140752,0.21094373114625764,0.1894559630228529,0.631986873621688,0.49181781542371183,0.37339240026467346,0.0974693536550803,0.24543102798893152,0.6739124150847166,0.4410877035829614,0.3125214906943242
Thal_MGN_L,0.26888098782502684,0.91291544010323,0.590374992929756,0.6409757402165334,0.06192399902855802,0.44966199167093307,0.3220770029514842,0.15741986725432086,0.32049826129848114,0.7070287557442502,0.21110166465796076,0.8469259870561875,1.0,0.24852155538018797,0.5389781743011779,0.6528590023726006,0.599432282046549,0.7917639409063959,0.8384661855302055,0.28074371168492346,0.6800611034332873,0.6176110358831696,0.7953590033190757,0.18165738415293328,0.24380955959116715,0.8407313760452352,0.40423094843233714,-0.162336580472692,0.4314624580840991,0.2788848641251214,0.5337724279914192,0.6114834800816938,0.37265956425369173,0.8899738599111902,0.5419573911056271,0.5532605476599418,0.13222320598647672,0.84093722965961,0.5879158700384058,0.5042684820811348,0.572260825909793,0.9080370576145138,0.4948554635805896,0.8798977389433429,0.7999803675442154,0.1956619587235365,0.9025324649901797,0.8959515407253963,0.2072157875693367,0.8820188199353909,0.8983624616580953,0.7029225597255627,0.48805859023955994,0.4641196586724094,0.5219753018853099,0.2920016787764281,0.5938573076751852,0.9154207394476245,0.3055754700613845,0.6555369451256061,0.7058385916227293,0.2740376937745318,-0.02059956786411597,0.6049303606659411,0.14804983730576987,0.7364098240661623,0.7175979132029185,0.7132621499318678,0.519902620707071,0.8134592436755974,0.7217882722152612,0.06330178565591507,0.8447237034368121,0.5795301241246839,0.7330482580969402,0.8072398377221963,0.6876815698131394,0.48643755739259575,0.31752556973042967,0.9597364771550236,0.8595184771245588,0.8303494342031497,0.7863000109290135,0.4868030118248492,0.8825665339605312,0.2383820256212542,0.7358127744677443,0.872029797144163,0.17708426403542116,0.6227330797755951,0.18071438717111293,0.4881568977200529,0.8214448871096156,0.6062780004623197,0.5181165249650089,0.07975195328544073,0.08080066736343938,0.7615845709601873,0.554813011357635,0.23120074991453007
Paracentral_Lobule_R,-0.06456237980327738,0.22672805149690858,0.16904360058074722,0.30340657218431744,0.016451022658940564,0.4815131942825345,0.3073478336564417,-0.07438114015636106,-0.23656376714457616,0.1976011666094212,0.12941833732290461,0.08204748215122058,0.24852155538018797,1.0,0.2174580829167347,0.2826981564373612,0.3392158126680601,0.34266104842397743,0.18861499607881616,-0.06651002149586281,-0.057489892780791835,0.19067138555133023,0.1767695079018372,-0.16166732332069939,0.1558499129589883,0.2880492134636851,0.087605833842166,-0.3361876339632598,0.4534552816519993,0.500528096160834,0.3359680605848848,0.2928893051948746,0.5086490704914935,0.24431010293295466,0.2631024450119991,0.19500258286324273,-0.30368781577364584,0.2940344674832588,0.23608384609895913,0.36890357953611763,0.13990237966004426,0.1767017306553602,0.44802629633595764,0.15753477393497103,0.20451017516472283,0.3401929497947201,0.18061491498982543,0.2918099083484538,0.5816583416589137,0.11083796409121033,0.22230252623696747,0.16209397384246746,0.38746303781560143,0.03860088363505186,0.2117587395369568,0.2439257672286064,0.1438223244579767,0.18134508494303503,0.47428275741861103,0.28000266963136305,0.24845919080871362,0.26151942423798996,-0.040739898843426874,0.31262415848115094,-0.0093715461567475,0.36599520440041794,0.3489881174079429,0.2967583720854684,0.1027390715467097,0.04892048836106874,0.26397440775152514,-0.01335607621543744,0.30516525176983655,0.46385721416267084,0.021315315726998126,0.2636500674595492,0.11927459959253754,0.39837203071887206,0.2621713329815028,0.19821052438807374,0.1722976286241802,0.2834548812936512,0.11322104362618736,0.4748498228238874,0.2588580535810077,-0.24348129529389234,0.41321849915604747,0.25507462428783584,0.25798549876163923,0.30632810332114213,0.22691614893979986,0.22722510298126117,0.1875925043409884,0.37302717566068455,0.39448789107819077,0.2963876025725808,-0.1472253076585436,0.3507984689846279,0.35495207289146335,-0.3008084985552759
Vermis_9,0.17303089346505565,0.6366320503986012,0.30939892533519847,0.5930293531540519,-0.03132202423350317,0.4411251483560608,0.4404804154890993,0.6177462044183172,0.5632307720449209,0.653480703904357,0.534556843249639,0.3997328091952647,0.5389781743011779,0.2174580829167347,1.0,0.6494771467111876,0.6209183700142723,0.5642653366516035,0.6760314115696336,0.3888314991149012,0.5892317103121136,0.4065239657550477,0.6144523148364144,0.2680836197895921,0.471822155190797,0.45048078696053295,0.05226499185954119,-0.014953168894387983,0.5281111237793719,0.21165277778737845,0.42933087166518236,0.5076996899988767,0.4759613268256124,0.6105145041404687,0.5042984799156526,0.4845460412598029,0.526413629400003,0.6095367768709372,0.6350179477239658,0.25147707765572497,0.4374270257455366,0.6131417220752017,0.5008707732810996,0.6583893757875228,0.5635460101856955,0.41682804630126224,0.5051326605771276,0.6304024674610169,0.086286876975966,0.5537820026155363,0.597790895702909,0.48156312320575306,0.5070655863876544,0.17279650153000184,0.3212503963332988,-0.005503250769332362,0.6628264003892973,0.5696807768978187,0.19420463901011917,0.6843296251979,0.8065740760841665,0.2997358830767346,-0.050102568186204,0.6281016768375214,-0.21812349101881193,0.5040550503089856,0.6167828399025618,0.531688821654291,0.1280039996944814,0.48589060178043886,0.47946969315475385,-0.286438395198461,0.6530630781631124,0.5739229817793778,0.4733176013488173,0.6288828769556762,0.49139309420319127,0.4766975555108388,0.6022328918327156,0.5626472204260201,0.5280400049220111,0.7112366479848006,0.5589699882706692,0.5735234889754327,0.6035772675509803,-0.013167595497145197,0.4458014094185404,0.5438617583543396,0.2653428622780157,0.7118879966487721,0.5258969245392636,0.2895230011544993,0.6503329184664353,0.6462900636593357,0.4656353675552102,-0.06503765035156793,0.14969372201628903,0.7375482470320343,0.20164719617138085,0.21131190622677698
Amygdala_R,0.264675269428435,0.7528245831162934,0.53855452771839,0.7141375227308097,0.10348208750581127,0.526577274969059,0.6242210597030114,0.28854166533099923,0.4086490337715648,0.7303554310708696,0.33984575247491866,0.5457066074520069,0.6528590023726006,0.2826981564373612,0.6494771467111876,1.0,0.742682678714254,0.8052010462301382,0.7647735895720045,0.3220189911251948,0.6431151557091923,0.5642992196101294,0.7524668212217438,0.19317980619469916,0.3921946440023873,0.729411005887472,0.30716417917909683,-0.15531408423971382,0.6433552112603398,0.3849802422051839,0.5543547755478008,0.6027543521808234,0.5452156144827821,0.7910738968523038,0.6568019106434904,0.635511198803692,0.2535082087861134,0.7399143724601264,0.766408997730033,0.4656474669390294,0.5690261922222877,0.7553867334173593,0.6785243021490064,0.7136323934418883,0.774753525266005,0.5086435583144783,0.7319053400664445,0.8047635154259706,0.23111328643841,0.7684212925853885,0.7629210093967816,0.6787547896789689,0.650404484458896,0.4048614028308052,0.5734525015234441,0.2769697752512163,0.6525757062063062,0.7856317455956543,0.3373845788420587,0.7576295533124515,0.7894526817197711,0.4269571793739484,0.01704478235306544,0.7054017195466077,0.013976332478043613,0.736535265572206,0.7262115526944318,0.7401090622552213,0.40231864292607583,0.5458574274608115,0.713489529469131,-0.30415451739916005,0.8106054327705283,0.7262598301635059,0.6970323223856095,0.8296404218663909,0.6725642019823356,0.5934450173671293,0.5338244579751491,0.6982392299119587,0.7330281332243458,0.7944372359686263,0.7114849703736069,0.6769283901154433,0.7658187369322081,0.0238647616712751,0.6713898087059411,0.7726147414799813,0.4580883633899997,0.7670993237751271,0.43562640856887674,0.49159654698130684,0.830100328989599,0.6924693977396412,0.6354264539695211,0.08194353569262468,0.12463064167028313,0.8336450233240641,0.5327522430234464,0.20880589800683494
Temporal_Sup_L,0.4681966125153564,0.6749443108694527,0.73443521184137,0.8315475994323761,0.056148787226315375,0.6086672602985391,0.7246439669868646,0.11043530506286818,0.37421808617930125,0.6642179954748906,0.5408105306844159,0.44221859686210224,0.599432282046549,0.3392158126680601,0.6209183700142723,0.742682678714254,1.0,0.7830368755756928,0.5626335346952699,0.3828174773288284,0.605262097122359,0.7666299558861878,0.7975237390532461,0.20256181972668866,0.1989810723936769,0.737366502530406,0.42147076861112354,-0.1569004270608943,0.6504077426667614,0.39067252658519447,0.48167559823307127,0.3449272651992123,0.36420771552942144,0.734743873847061,0.8456441963406022,0.6521833538811016,0.20478391391904424,0.6016877840727745,0.6660944123440514,0.7092105069134219,0.8158986433215075,0.638365975582222,0.7204552664920607,0.7311925303344519,0.7998360177350737,0.3075098171138923,0.7320494310296672,0.7395372867969144,0.12680937164590741,0.6825317796577551,0.6284921243395051,0.8202190713467328,0.6995912962183408,0.45040261514428914,0.7839524185344723,0.3497918990883032,0.807043076643173,0.6930197404879975,0.3859357777633788,0.7578433978902772,0.6955112627183445,0.5841380690851162,-0.19429401506130217,0.6296966388019335,0.13111269836972866,0.694618549410456,0.7217366472876231,0.8897075682745568,0.4438955745329429,0.5539908720033582,0.7825780706835987,-0.13499918180408602,0.6279119635063987,0.797586998806151,0.7484449273455329,0.867526104743765,0.7908616051201005,0.5777519053000656,0.5552173533814964,0.6517459350880807,0.6299118796137574,0.5820432872539513,0.49243744419007923,0.594901051950641,0.7393941636469115,0.15093670249998103,0.8169443137806376,0.7910442679382226,0.5833168088204876,0.8156076156949992,0.14290501023583513,0.652886293939903,0.7792781936379453,0.4740328913917925,0.8828125919488343,-0.0035687315090335635,0.02717547413788763,0.7649322695911193,0.7471794109116403,0.212236409230112
ACC_sup_R,0.24878608813431227,0.8284749149022425,0.6001942468365996,0.8778679164187349,-0.0119834967462826,0.7000314114639263,0.6240994771037672,0.1018858773245365,0.30769586900569046,0.6853459732062894,0.38544439833912025,0.5927409146280157,0.7917639409063959,0.34266104842397743,0.5642653366516035,0.8052010462301382,0.7830368755756928,1.0,0.7889330562594409,0.21583593865215553,0.6639295321053998,0.7413246174911828,0.8601472797080303,0.04380100968345099,0.31924690990634036,0.8750008466399016,0.44937170337870425,-0.3121939304661137,0.6170382345977292,0.5286382172513461,0.48757916962901615,0.5937606619106452,0.4687880494827585,0.8572602765289503,0.8120203536686749,0.6102544888872476,0.08419804465627569,0.7599808681354385,0.7271146475019893,0.7371788830405283,0.6671820111127235,0.8300913959035452,0.726413667031497,0.8243816896780594,0.9184670534444052,0.28758812547075185,0.8734788193871398,0.8478705778152777,0.3158788566725387,0.864594552251495,0.8221598908027088,0.7429976071729247,0.6162291498618947,0.356365380625463,0.6991928020272433,0.3840786521904374,0.7436756685516617,0.8615183068398312,0.5435516219195424,0.8256377487677067,0.7270285653460806,0.3642684393429375,-0.07940373701087011,0.6862308104595228,0.14537380248615753,0.8908618835979144,0.7939465071438923,0.8717161904802979,0.5365753233472348,0.7187771312992399,0.8592402818955207,-0.03367960506984656,0.8466792791933111,0.7189495418698654,0.8168217962460272,0.8537972006653042,0.835969594494421,0.5758948933572579,0.5232496972109787,0.8239012408460326,0.7871879497973971,0.7869326147816903,0.6770945620403931,0.5849723415043682,0.8391864920830676,0.15764058311432058,0.8396297897221935,0.8990364821698656,0.4338630667130614,0.770109789780512,0.15465213692528668,0.6919132250189238,0.8542529621354661,0.6587669851365233,0.7523458200663982,0.05868977757670075,-0.10897571296913697,0.7720406434584458,0.6842965384617294,0.12827410657786104
Thal_MDm_L,0.3068986886770687,0.9444814235308262,0.42693505391422076,0.6614551060927943,-0.002890415117228545,0.49813172060868444,0.33748050084616743,0.38470097475028037,0.42710523943409623,0.7498972047078446,0.1316464389864669,0.7213241416193551,0.8384661855302055,0.18861499607881616,0.6760314115696336,0.7647735895720045,0.5626335346952699,0.7889330562594409,1.0,0.34539297368792926,0.70975003256108,0.47938835726483403,0.8316906715591141,0.25351242525235657,0.3121711573635249,0.8135387592935284,0.30191501732193593,-0.11482462585381648,0.5313604271733247,0.3354479859541783,0.5619264279758276,0.8111124845897244,0.5427291858738724,0.8813263582491575,0.5811970492264075,0.5531511021192759,0.244617809629128,0.9327553173212877,0.6943330499850793,0.40074909914967716,0.5105447335324544,0.9552362078188797,0.5018372559020424,0.8582386689142343,0.7753911166551398,0.4034472263259825,0.8343835276980396,0.9067053330496898,0.26112765208274114,0.9135137586328147,0.9580849834834922,0.6600238307632365,0.480516820130559,0.2851857389050603,0.4026796317399558,0.09535270018144652,0.5795260897197092,0.9228329455498865,0.3482569131146836,0.7033541474856781,0.8437258515831065,0.3098268612386522,0.10643391437548248,0.6864891794714548,-0.07705300740836434,0.78139593907983,0.7044255995652643,0.6258507333745894,0.3740714461283646,0.6526419367652737,0.733875965866199,-0.1673140648397826,0.9686201711636938,0.5859691248801493,0.742455427778009,0.8009834314545501,0.6179375828400896,0.6276122747161501,0.3681371785514544,0.8706159165309154,0.9059330039781902,0.9707199535334837,0.8698724938539735,0.5995927502026495,0.8428019631574076,0.17297282271826672,0.6527653898491118,0.8465360455316215,0.11261624913358802,0.6861166607249252,0.4725710627343033,0.4189509345100496,0.8336956907211729,0.8336942465449265,0.5014672081372493,0.042233601147396695,0.11439609043845875,0.8169948366724723,0.38490104186625185,0.19935183614456325
Precentral_L,0.09445609873929386,0.34301754946813373,0.362136399888807,0.05779971950855064,-0.19778240904069938,-0.11385572305942342,0.1692424465004168,0.5138786263456975,0.8063409980734341,0.21850766031447982,-0.04519913376131981,0.3204055508949854,0.28074371168492346,-0.06651002149586281,0.3888314991149012,0.3220189911251948,0.3828174773288284,0.21583593865215553,0.34539297368792926,1.0,0.4793621253371286,0.30586761107015104,0.5045540959218491,0.9398815569698893,-0.041216581521240137,0.24513692199401146,0.2786080884639017,0.6006934294568671,-0.03367272940389679,-0.5251372256958097,0.08704941148406511,-0.04982904595122353,-0.23761262907198286,0.24508862693360328,0.2609664648657251,0.2338787691475025,0.7289829659008072,0.3275706260707431,0.5674953430316536,-0.042902106853503784,0.6514277707564139,0.39886983484001104,-0.24388839326995929,0.3969929636159803,0.3251114953989896,-0.0386260964422572,0.265614782849916,0.30903809009506783,-0.56746470151735,0.3721775220609842,0.2935966763037595,0.6228544628321401,0.1565829637156134,0.2953636655550953,0.011164242955217637,-0.01800666829951479,0.36971783829688026,0.3617892805010575,-0.5204616672986211,0.07329382521811406,0.3145885078177552,0.1821137125429431,-0.030885997514716896,0.06022661911040407,0.007554212111799274,-0.006446434923504152,-0.0936742378496834,0.22573587193694775,0.18215444561668828,0.4920355438516344,0.37438984540779013,0.1439620664309485,0.2466645708821471,-0.023696194027736244,0.3894392480282573,0.47107105306929875,0.4604297462585429,0.1762977146198606,-0.23557314344747857,0.36013320028686274,0.5037896639286421,0.27977620027096484,0.45370162237910244,0.08503174514190212,0.22467890383488467,0.443929754575596,0.3418553630113583,0.29246073929687894,-0.04527485972151367,0.28007575629115466,0.11067170643176717,0.03191536909564001,0.47376693318520324,0.08094523651198882,0.19412901685958753,-0.44861229528688346,0.5524537349976255,0.31820911104901917,-0.08466267518464747,0.7658600593075013
LC_R,0.34759958551313164,0.7563088162141932,0.5531909602813109,0.6271694223568862,0.037202711916710936,0.2954474267153773,0.3441478792100763,0.3145150197870902,0.6268166363328702,0.6332929150499743,0.3851579077275551,0.6255983849985224,0.6800611034332873,-0.057489892780791835,0.5892317103121136,0.6431151557091923,0.605262097122359,0.6639295321053998,0.70975003256108,0.4793621253371286,1.0,0.5844502929410965,0.7849784463411444,0.3766844324026662,0.23507188043377758,0.6882203286687815,0.33360059294373656,0.04440694947453275,0.35333607997569944,0.06552249808121662,0.34786587855506623,0.44092087277881387,0.18132695500351007,0.7670641129287747,0.5241455245726874,0.5302882779464385,0.5060588520186456,0.6478025507257882,0.6270945747584334,0.38298541165618427,0.6529865859419747,0.7815238943433314,0.31649243705161983,0.7851572832370937,0.7696614286069461,0.19900967128370345,0.7430371673228099,0.7090500447500526,-0.08944709681026453,0.7921972025435539,0.7370158965480803,0.705301351955736,0.3744669376116463,0.4067097287454954,0.4353339431723038,0.19606205561345424,0.6942513983153232,0.7520890792528953,0.0566064275014555,0.6099145493679863,0.6851130984962077,0.22795739305110452,-0.05008590434629899,0.4982762450153285,0.1649919608305197,0.6034409962647492,0.572127225361712,0.5958591023780399,0.43700261897949294,0.7286979919609334,0.6908351092803329,-0.10419493635970861,0.6722636458481277,0.4452882605923363,0.7416222442961028,0.7649137994394551,0.7563822490191658,0.4261071691768578,0.32852305315084473,0.7713245764902216,0.7282982641113876,0.6797633900510619,0.7620171859650314,0.34844262362421297,0.7260353867550275,0.25847101406382533,0.5805635192200237,0.7222325842592585,0.28845950087640426,0.6337627347971084,0.14796162214460276,0.41438060742274596,0.7640411266072821,0.46832221444140937,0.45533810220890475,-0.17177313017432053,0.18126704275735506,0.6957627825864073,0.3808019314925687,0.4524031709266631
Frontal_Inf_Orb_2_R,0.36455636626621385,0.6083479467832661,0.7960299202432463,0.7332530881963846,0.10991996096709006,0.4266436031135211,0.5349112506649573,-0.010721275009887482,0.38303464280922495,0.5361484161930584,0.4005821565075477,0.45818268716005717,0.6176110358831696,0.19067138555133023,0.4065239657550477,0.5642992196101294,0.7666299558861878,0.7413246174911828,0.47938835726483403,0.30586761107015104,0.5844502929410965,1.0,0.7745885132227941,0.19195734536993808,0.07464889326968846,0.7281965453483981,0.5535105217459555,-0.0968411132912312,0.3748396527913839,0.24340119114856026,0.44037603889889204,0.1759843316862243,0.1571473637535918,0.6578084928239164,0.7348346311239995,0.6543966809516045,0.1514937853150585,0.49668297644543663,0.5704965938260803,0.7187215460190468,0.7085927665404869,0.6106387491930059,0.47532462619253174,0.6951730214299554,0.7895645726257919,-0.06152881284256138,0.7397435413817733,0.641783034632164,-0.002352626301465738,0.6625104916068464,0.5555677240430761,0.71765311016877,0.6091009090475625,0.5945885999447319,0.734856245148932,0.47289434395307556,0.7202910275136648,0.6683287618695153,0.2578168684481515,0.6225066198745539,0.49544090616686853,0.40661600004731485,-0.2507477943135993,0.5060208956556318,0.37602237071075173,0.6429707776586603,0.5585867977381135,0.8237777923186715,0.4353062042894105,0.6829619589622966,0.7463119583967792,0.16344132439863399,0.536916276979036,0.49372425559597083,0.7247085289146822,0.696302307741146,0.8344938574290716,0.3615656923069523,0.26856095268592833,0.6800875489347322,0.6398462748737228,0.44030823868241903,0.4226085814857876,0.3962533603852783,0.6965289806525349,0.3254514690023777,0.7903074366647327,0.7654902155328538,0.34990959244968073,0.6074695373931388,-0.18424071188192453,0.6207396513502662,0.7320359749165595,0.26330499269948004,0.6957217177380407,-0.07409081442703945,0.1083336179243094,0.6053533369479102,0.6955275271827928,0.3151434050172247
Insula_L,0.41982762649736466,0.8630900061346479,0.7036641141292784,0.8129737184888971,-0.052907225216214465,0.5230605782096596,0.5016261655191923,0.26405283617833597,0.5455243618894342,0.7304027901975751,0.3022540101009061,0.6667611838868743,0.7953590033190757,0.1767695079018372,0.6144523148364144,0.7524668212217438,0.7975237390532461,0.8601472797080303,0.8316906715591141,0.5045540959218491,0.7849784463411444,0.7745885132227941,1.0,0.3558069286412146,0.14155653131291618,0.8787715377374035,0.5471922692220972,-0.06032305549284985,0.4835762609459603,0.29218606340477665,0.4710770572652433,0.5235478902684938,0.30674368820690917,0.8568431075862836,0.8093627208796302,0.6801774925320893,0.3247789893489552,0.8000436972656815,0.7468758356610535,0.6461197827650296,0.8039569790094758,0.8895003429570842,0.4904105951416345,0.8980506531441075,0.9209095570029472,0.19353708545781811,0.8725689049068304,0.8634860788369131,0.08368847240710978,0.8980440399722002,0.8511691761664922,0.865184597869015,0.5852174768676485,0.4371779305078615,0.6219719668043873,0.23950034514709395,0.7655380751470818,0.8866865047354157,0.3099995197801275,0.7444337069961778,0.7652687164351303,0.45942810516846916,-0.036487584881675875,0.6351253393322445,0.14009728197161472,0.7980697748921907,0.6557617876855316,0.8063090636222753,0.5063108167377622,0.764366212349734,0.8939202211637697,-0.0037212291585391514,0.8241601388436199,0.5675816476453217,0.884120394455486,0.8885164644329137,0.871962436572145,0.6160870160614458,0.33183279089917395,0.8631240289245342,0.8952860554063552,0.7747278130445854,0.7697866835841056,0.4859816435483363,0.8374860267091722,0.31685382093090453,0.8411687358431589,0.9192629085348508,0.2923581745257913,0.7352693260975324,0.12899816212310372,0.6187953623337009,0.891904377830868,0.5651429726376339,0.7193173263943796,-0.08024766357729846,0.09498859397266901,0.8044448104857379,0.5982315756440996,0.3637655119646054
