,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L
Frontal_Inf_Orb_2_L,0.2813841112034438,0.29756834175434216,0.7460733089911602,0.5217417003940863,0.51570631398251,0.6067798035411325,0.5941006291292148,0.42367117328206466,0.5672528138295774,0.567168574190894,1.0,0.6581047824282007,0.6972823548970842,0.2746436709453454,-0.14609689370451703,0.00938590521769781,0.7589377160737497,0.6604697406456593,-0.13986030427520926,-0.25218704603659253,-0.16803193132391006,0.14038931348843922,-0.09814118250589941,0.013255932576780954,0.6751436995192848,-0.029510472759237405,0.8100696714550394,0.39938978241447565,0.26046913455720466,0.6997539657337911,0.816726959466514,0.7508917691725663,0.5019054157044448,0.45677009344596986,0.36301601232790476,0.3668059253351022,0.5695509648822508,0.5225172455910176,0.5637177913311338,0.5724076643580975,0.525530275474616,0.2131862968106894,0.1729359638064774,0.09235146842393603,-0.029071059354428153,0.0032002079703528077,0.21509142296194927,0.15916534690901857,-0.21167942282228233,-0.029745949051340346,-0.14083102309681442,-0.19592862856721593,0.086800113996796,-0.19111292103951158,0.42401648651650725,0.4252272710073955,0.39197937044905934,0.3660674900146371,0.012917626782522095,0.11943410559525101,0.135405751564975,0.15973637068876917,-0.25608556211772077,-0.06175722179648071,0.1781957375283172,0.17777384074366187,0.6564856587566147,0.636375849018497,0.7507575351622675,0.7592047762527412,0.7655706892014202,0.636344363125859,0.14246012979442582,0.4217387891688319,0.5259098527144906,0.3074703136907391,0.057498682117688306,0.23469886461686082,0.2635270048070536,0.2994435348461341,-0.2170679911543951,-0.045185274630918815,0.21619742873859807,0.020766491831804578
Frontal_Inf_Orb_2_R,0.3400296981467553,0.34342760438559705,0.4067877732706981,0.4977664284529054,0.4629302357755055,0.6980249986155554,0.4910219788407791,0.6166198087328412,0.4767100476836107,0.7559276832241167,0.6581047824282007,1.0,0.3738201800166442,0.48688473176932234,-0.026650992821236206,0.15276775507144175,0.6892566747550407,0.5692025521812425,-0.02588971084253715,-0.0987724296916413,-0.0036289193561115144,0.1843560691083187,0.12049187100177848,0.35322082136418476,0.43785844908241883,0.05606430104395445,0.5623661816625629,0.573030833339123,-0.04791564555048452,0.7304555103572593,0.37729990766908367,0.45536763476005504,0.39040855200823416,0.3628871537733382,0.2692032879842788,0.23787659557483443,0.5012689826455522,0.5947124711130265,0.5665605685872956,0.6926521741223082,0.583703755204103,0.21620403113002107,-0.13183287293972368,-0.15600854081059248,-0.2534531345129625,-0.11608169688905665,0.04647186168857627,0.22100030607397117,-0.29685659287295907,-0.036899991179513696,-0.3379940620389092,0.08411543226091951,-0.016740019459627508,0.1376250706071911,0.2926764939756266,0.2898824118463353,0.2478409886630056,0.513532360225059,-0.04921233195054186,0.4080516530053288,-0.22091818543359312,0.4540116369219582,-0.3667587195265674,0.2692011212596057,0.23715326605126918,0.2604782317738925,0.6354794638786001,0.6102928426222629,0.5359395207256418,0.8030674849379528,0.6147898158949557,0.659474511451976,0.2667637733670869,0.3366505027139107,0.21248088825056202,0.6495677264918384,0.06535978569560616,0.18955332146597503,0.007050892662568244,0.40363979215538853,-0.2273687871962976,-0.4330400998693663,0.10563917412753368,0.08462709417462222
Rolandic_Oper_L,0.3813088264715056,0.42273892752325626,0.6653378561651839,0.5070378949814424,0.553014831427679,0.5383633504620333,0.755668512319458,0.4520771730949813,0.6802076839293779,0.5027648033528761,0.6972823548970842,0.3738201800166442,1.0,0.235176964328494,-0.12455489838828218,-0.08684889673249128,0.6892171619915543,0.5491865344549266,-0.1796059059922774,-0.13830235494590973,-0.10010253418790675,0.23244071447719195,-0.16474964577818818,-0.2696543585605071,0.5264758035392263,-0.0071858894938206675,0.6611830560682884,0.28393162529786525,0.05928212988093921,0.2790212362367897,0.8363405577660763,0.558911160655968,0.5327113140343056,0.5363691100396398,0.3287909908651919,0.3122397429814098,0.6104487955590833,0.5282495248058966,0.5540057170591974,0.4499582261326129,0.4266851091249305,0.20952590454580464,0.12122108615749523,0.00699683130356787,-0.18981144119310978,-0.1704761075869668,0.3813218598553326,0.21648046041407662,-0.39744553893533663,-0.11966496302173228,-0.17648325086309039,-0.2797409024557117,-0.09280123672176656,-0.2302485394289702,0.5686678029562232,0.3070849809425101,0.5551856500973696,0.4516413826792162,0.009361948007663668,-0.05265821150682413,0.39085363277788143,0.0820905158890617,-0.25391728370702826,-0.11052012049822177,0.08969517927747787,0.12170014518614448,0.6080346584603475,0.5739896319554454,0.7449471617638508,0.6715407970375402,0.7412887208622425,0.5683887813806856,0.17585694402883328,0.4215598478533822,0.7928378295802374,0.2670264807802743,0.013284400430804099,0.058588450097723885,0.4014099656233161,0.188465419964507,-0.10534590557963812,0.08285598190780623,0.45456018668177667,-0.02563102954834918
Rolandic_Oper_R,0.21448861472890962,-0.04431293814013621,0.11700644865530031,0.22365045894900196,0.10545048042178387,0.05382569333945953,0.10466483279193625,0.5041686866703664,0.203065802367283,0.37407081741840303,0.2746436709453454,0.48688473176932234,0.235176964328494,1.0,0.017128337381925398,0.4110084531660844,0.27629416589467637,0.11562987262334648,0.07066510291302178,0.35791298996694526,0.2456690131299707,0.09383474288076525,0.05873092069949334,0.2148850877658249,0.15295996390583655,-0.02048892112884944,0.1871989748101839,-0.07142910924837735,0.3573066398262019,0.5611458415459559,0.20833100070032415,0.38138719393345705,0.5278032017075583,0.45949086212233103,0.29336016592399217,0.34368223286570443,0.09618779531680771,-0.0016802840980569944,0.06816766440892928,0.20483301124528555,0.010867914852908056,-0.445317122762791,0.3048534282857645,0.25126958673507804,0.026772465513752328,0.19961814562523564,0.5976788146420625,0.7415887965826162,0.28632100517230835,0.025993210626382005,0.20587710926864886,0.7323628726756141,0.40342662164959425,0.24737499955972422,0.29234545594138356,0.6038707996725122,0.16049989031780332,0.41698155109008334,0.28640618327480233,0.44719890605401613,0.059081414099202485,0.5538915179134131,0.3650247892372404,0.5543105487350525,0.22812549453624967,0.24115440921812978,0.1172606406674495,0.010504317050470637,0.24751424094677676,0.405887865024896,0.07472665089859364,0.415086650964327,-0.06465990690556139,-0.04178645718546494,0.19624297468421548,0.7422774560885955,0.2780371805169474,0.7266852393800562,0.42815302282023815,0.5444391223561679,0.07883822590534238,-0.24850756613119407,0.5518886614358804,0.46068157534321597
Olfactory_L,0.03263215220242312,0.01040573807572221,-0.1828148626739817,-0.14174261868334645,-0.02454401883051368,-0.05309996557539008,-0.09022090816633689,0.003779077572665028,0.00034484801327136613,-0.005322576167661624,-0.14609689370451703,-0.026650992821236206,-0.12455489838828218,0.017128337381925398,1.0,0.2896941981532399,-0.13378842478392264,-0.10400071033887721,0.0215754305136434,0.12980827138368806,0.41359020467455404,0.12359740234950782,0.12882625752908675,0.1584697305802762,-0.0009079145145377215,0.01511003029940033,-0.12562014971919466,0.005293370476940055,-0.18929437427994436,-0.08875069096808548,-0.08158533121241196,-0.09499209241684281,-0.14770488786594457,-0.15569156468512568,-0.05617337088561687,-0.018197091771115594,-0.04145464042515663,-0.022191647555990533,-0.05494447826915667,0.020078465860808054,0.004460640784529358,-0.014385579390038128,-0.12878090107798756,-0.11920953746087942,-0.025222460286998507,-0.07175142352971518,-0.17885495097485116,-0.13093922415773782,-0.022599480497925026,0.010687751958864063,-0.01402911189981349,-0.009269573264465565,-0.12926845744015938,0.014608721361416561,-0.2562205581995155,-0.31632015988977474,-0.04300419241866872,0.00868204647526685,0.021217824423736417,0.007804071084610193,-0.07842965373734048,0.031738425523668755,0.020442172621201547,0.01481951210228692,-0.05403905456723253,-0.05834361983965106,-0.10884556870846568,-0.0031015730818605074,0.05546178658218991,0.017584262891189355,-0.10257390821266275,0.10832651478060616,0.19037496488842892,0.1077719821259684,-0.052556136184491,-0.01837971648293762,-0.14681454154739937,-0.1012096300395433,-0.09407024035441477,-0.1720294982475383,0.14839487149999908,-0.18037753820153712,-0.08915413831221722,0.1270885227298945
Olfactory_R,0.13496647637597226,-0.05270265749888061,-0.09776077230464449,-0.07909097042851178,-0.014116815074448591,-0.13938666067817448,-0.23075382119246624,0.15715067235488045,0.04076321252848095,0.027706996171702598,0.00938590521769781,0.15276775507144175,-0.08684889673249128,0.4110084531660844,0.2896941981532399,1.0,-0.11112516825347049,-0.13841511064122178,-0.1972353780873761,0.345556981923923,0.4799180213508613,0.11798253903842636,0.5158381356551813,0.4193993300437299,-0.012022509228658074,-0.005844539517432535,-0.06941647816394765,-0.06530836142870335,0.11470665563669105,0.17385554481876606,-0.08044316831629207,0.09143317176603703,0.049814394134689015,-0.043893721870330304,0.03923942601779682,0.226551634370157,-0.1296330792390615,-0.22203044511660516,0.00428864692650815,-0.044437571684773164,-0.12090841766579355,-0.6078943812032839,0.07763677290729527,0.129105175906642,-0.04617763465645799,0.05435112298741858,0.0862777409608607,0.347867689301234,0.23060989613970131,-0.01121873177675523,0.11630599735570488,0.3516584872065488,0.15402024295248654,-0.0990368281441805,-0.1895704783080468,0.06969664776278883,-0.10144338352128256,0.06686933605993658,0.20315651022447254,0.21594919004268082,-0.11610088799742622,0.13546380406206446,0.26570757985586535,0.23603677679447665,0.1400604530346494,-0.0014917648271064558,-0.23247231503171228,-0.09424028243551484,-0.03324964780499229,0.03479308213186811,-0.23846326897638892,0.2827825267788782,-0.05268073413962144,-0.0892436718660511,-0.08068840986962253,0.23480337708257662,0.14710147341292115,0.5067988123413796,0.11748618761633729,-0.04830159994318969,0.240554247618515,-0.4078781636258072,0.22687571417213587,0.16030145939948306
Frontal_Sup_Medial_L,0.4850417451446867,0.555286026124247,0.816790446984776,0.8225712702625312,0.6830569754376912,0.7703405394532906,0.7257165134123637,0.6044867057842044,0.6499002884199968,0.7276436245934282,0.7589377160737497,0.6892566747550407,0.6892171619915543,0.27629416589467637,-0.13378842478392264,-0.11112516825347049,1.0,0.8522363234271375,-0.028287998264847652,-0.2667557201622334,-0.02882898048592119,0.176187361438773,-0.04275317547175473,0.08378952943556683,0.516042520080329,0.08887313014219403,0.6851366086786117,0.46054782345630807,0.09230458424051306,0.5789505633992318,0.6927426209076595,0.6506030434459162,0.658296467809063,0.6569346482884114,0.416662991093445,0.3121490169728432,0.6668198526836439,0.6191736560472018,0.5895134370960213,0.6375000336052389,0.493770727864952,0.2865622924023687,0.02141403449219979,-0.00928519167799096,-0.06318498095043808,-0.05399443727951963,0.12872349287637297,0.10995269975570748,-0.30423918644440967,-0.024368402314394053,-0.30201482519813544,-0.17818751484446024,-0.005533559127458203,-0.06373424165478427,0.4464510675149048,0.3347210941705385,0.5686198079053251,0.6048436584797348,0.09769244495223658,0.25313541951866375,0.22019207016920633,0.3325009158518002,-0.30784375830255994,0.038328050294586705,0.21657178441451064,0.25602930986771577,0.7071926998512289,0.7319903314687538,0.7080735834440086,0.7712364911635097,0.6925038383150982,0.5869450891530557,0.4168624227129601,0.5555721136966825,0.5314247528744197,0.35213802584754716,-0.04935400105783174,0.12826619320980898,0.211186243314017,0.3126746322081368,-0.19470941462305333,-0.009168049798495082,0.24196225876690766,0.05984705703860941
Frontal_Sup_Medial_R,0.3615721762006723,0.5005330749121798,0.7668841574964494,0.7946190128076174,0.6214267998426172,0.7461824117845939,0.6643566227882408,0.46720283834275195,0.5211536588839544,0.605679417325042,0.6604697406456593,0.5692025521812425,0.5491865344549266,0.11562987262334648,-0.10400071033887721,-0.13841511064122178,0.8522363234271375,1.0,-0.06769998214699682,-0.2799730371654553,-0.05728589408245188,0.19448032860333217,-0.017946354633410832,0.11905705928152757,0.49138079854666383,0.06761063651981446,0.6489049384670041,0.4274004239447209,0.12984297751917984,0.5194575053332215,0.6143488743779951,0.5973578574012247,0.6076117756672559,0.5903804354898219,0.367517593322824,0.27976760551816127,0.5597073895344938,0.5585622029156357,0.4818893764863089,0.6093919514948716,0.3621070853194096,0.3324145298090457,0.04911493410033842,0.07808651407167715,0.03243073486278005,-0.027038414819099778,0.04954198856519905,-0.02398166836564517,-0.27172982502440607,0.04727254951642564,-0.2356241276258293,-0.21809791539597675,-0.027717349535335913,-0.08258821142735129,0.3071330107583821,0.3319151903120412,0.46246702790217536,0.5170339401655099,0.08515277600312074,0.2948810171672225,0.22575446315726644,0.2836527900422299,-0.2693722946842885,0.020509925702647015,0.22360525243359422,0.2644360591540303,0.5242477178791982,0.7056078570966433,0.6005325065683179,0.6600510741007581,0.5511781927458904,0.3998084099102463,0.35366205235812215,0.6089491006279757,0.3698414766374235,0.22780320394423875,-0.16255601244465182,0.07765804080140462,0.12858035249018213,0.24340562391503157,-0.17423359661380813,0.07047863282869747,0.0937501573493959,-0.004871699744075529
Frontal_Med_Orb_L,-0.08882824269314767,0.017542715680973615,-0.10278666795991016,0.05934389856905421,-0.09942865263790708,-0.029343177722220767,-0.08201102742905747,-0.03722698070978752,-0.13991023631768562,-0.01733141743022115,-0.13986030427520926,-0.02588971084253715,-0.1796059059922774,0.07066510291302178,0.0215754305136434,-0.1972353780873761,-0.028287998264847652,-0.06769998214699682,1.0,0.134525002617353,-0.015945373378897516,-0.04089162650655126,-0.06212449526486056,0.032956402858910425,-0.18670283002783158,0.021235138004817366,-0.04241631675754861,-0.0679566157377453,0.11452490195055585,-0.058346370143954274,-0.11124194411623141,-0.05808695769789467,0.052779789976275276,0.02355758913733482,0.023634908117263848,-0.0009747415638349139,-0.013391692318696545,-0.027029030686310403,-0.04573258535017232,-0.07942741963179825,-0.03766978284361122,0.025194856687601772,0.09737002809233462,0.05272902029641416,0.10217301890054682,0.14030724745384657,0.09443653655982628,0.11039416003513093,0.12583831687897884,0.016569214045743692,-0.06461742212946417,0.1981709746898025,0.09525040645098985,0.33906902177857307,0.09107319606231155,0.12650610305676,-0.09020592633048942,0.06544104228355087,-0.08962656683531235,0.1751971298048587,-0.13932780962589777,0.1656288416699547,0.08199084163672062,0.12951160953348698,-0.012034154427417749,0.005773720461651033,0.06145913108447423,-0.14556298350158717,-0.2291121445017106,-0.13957034227741041,-0.1328105783134269,-0.22894381481896278,-0.0373970258999672,0.035650150025674954,-0.19839633179447375,0.06620859161705013,0.16424719495215537,0.033711241279829766,0.08160731983929155,0.19498106022548573,-0.24030545352243138,-0.09822543925959272,0.11209309455230254,0.03573187078752688
Frontal_Med_Orb_R,0.06915530192012925,-0.15265858442735789,-0.24614322099654307,-0.20219001802261793,-0.1545127559577061,-0.29453848982334174,-0.22926764466443394,0.07974291874305124,-0.022764781990411168,-0.07948579419933352,-0.25218704603659253,-0.0987724296916413,-0.13830235494590973,0.35791298996694526,0.12980827138368806,0.345556981923923,-0.2667557201622334,-0.2799730371654553,0.134525002617353,1.0,0.27126881525277774,-0.14212627909328213,0.19828659610090904,0.17872595541598027,-0.16620170230746828,0.029817406183484062,-0.35509989616285964,-0.14077842271324,0.06206439285411934,-0.10624221065515987,-0.2424210397071103,-0.0579497946644357,0.03747609052739265,-0.028151266398942897,0.04226908925417659,0.05964173876764815,-0.1722124091941752,-0.24743153457041395,-0.1294191602733647,-0.16094314100103682,-0.1374725199472122,-0.4079267119083608,0.12633605388443298,0.1695140225431574,-0.04246535790015977,0.06487176829985143,0.2528533390161256,0.3775650362958087,0.3145105244754662,-0.13878017212214358,0.17075686636394496,0.47519151197287623,0.22191339537786328,0.10266605070766976,-0.04898396893501016,0.19061056257928494,-0.10118499538461823,-0.006676293064736787,0.14247079633827453,0.04504421159115346,0.007970026602293534,0.07408118909691483,0.3394591272329448,0.17060954138528198,0.008350228587560423,-0.033803409714963754,-0.2876677999209337,-0.23277219081885886,-0.20944779251626122,-0.0994928874715141,-0.30624417263197784,-0.04589045286686079,-0.1278932017655226,-0.3507029980027623,-0.18995396887099003,0.1596371056598652,0.25905106241260034,0.3115819159277008,0.17460890482210578,0.04190489964530356,0.306599148595295,-0.17065141045378818,0.28244459883745376,0.056684882288084576
Rectus_L,0.14502830535438377,0.03015916633275509,-0.15111354743032812,0.0038299906635123394,0.0128824617484534,-0.10589208890398485,-0.15734142923618163,0.09260410770901337,-0.009630696194683076,0.035837113570962746,-0.16803193132391006,-0.0036289193561115144,-0.10010253418790675,0.2456690131299707,0.41359020467455404,0.4799180213508613,-0.02882898048592119,-0.05728589408245188,-0.015945373378897516,0.27126881525277774,1.0,0.11465822680086113,0.31676653322762305,0.31001046380062647,-0.06308204657212951,-0.041281727452491146,-0.23465782948152625,-0.00909914648388919,-0.09843114601102328,-0.009773867120408912,-0.08499425528122591,0.0037366394974383947,0.055323336752757656,0.0403547114441735,-0.06262992444705268,0.020186633628473453,-0.03991475839859416,-0.12487059127083004,-0.014002628253409097,0.05246346705003942,-0.034570520494137336,-0.29048138803514534,-0.11989606389948053,-0.1319195383706505,-0.09251129082112781,-0.062246753250975714,-0.07657848355978333,0.09238806072401558,0.0666546268907741,-0.13962744936649937,-0.06555788963474386,0.278310724543864,0.013314386247683649,0.022359138033566095,-0.18338636551018098,-0.13369953778053092,0.020367001695954016,0.13393452604420292,0.13877908835554986,0.16647538885105098,-0.06496314843295256,0.10425505197120379,0.1606003489276689,0.11621843927069157,-0.042573617027904395,-0.10048296540014202,-0.14283152325620588,-0.014960029655494823,0.04895418141213739,0.03972936385524065,-0.15841861245609934,0.20371025237547422,0.2040433926438788,0.03799566881800772,-0.03374220482425562,0.0966799516563788,-0.09830238126885407,0.18852967024801096,0.0037584234393768148,-0.11592625088404736,0.11731223574408846,-0.23144207637151432,0.27663871529034645,0.24795703153262713
Rectus_R,0.09635533574869462,0.23521987191617227,0.108551371857243,0.15731850910879452,0.13749080636603742,0.2576790196453533,0.2815186194155842,0.17784799783906757,0.24941685651031845,0.21995310851276395,0.14038931348843922,0.1843560691083187,0.23244071447719195,0.09383474288076525,0.12359740234950782,0.11798253903842636,0.176187361438773,0.19448032860333217,-0.04089162650655126,-0.14212627909328213,0.11465822680086113,1.0,0.10179396693413814,-0.06673954810918616,0.23319173336803886,-0.02636999346834274,0.37076381938409064,0.08997976363656861,-0.06859796673921972,0.06485976756014607,0.18389922474730672,-0.006380150428670767,0.16714354202327203,0.17841584512074224,-0.006412700635443883,0.07050551363075935,0.12880024740232968,0.16012843296195273,0.17451068814416104,0.1423465978846909,0.062487300161936474,-0.03984213381227467,-0.1439190281148504,-0.1743319833954928,-0.07898883744060099,-0.09314937504693854,0.054112490935442036,0.06613988507928477,-0.1891700554023467,0.0998558423328089,-0.10657147768688721,-0.05982973492813606,-0.04828033566575325,0.10534457468986419,0.2095131676963376,-8.158333277350391e-05,0.09290453918367877,0.238546714832024,-0.00109403042628858,0.228143743157246,0.01930070324751944,0.1862307772297499,-0.07254203903446113,0.21396596303645057,0.08901703626038784,0.05224615050686691,0.20734034985569944,0.14030018007729386,0.18430274214024991,0.15829469774463562,0.14926913952620463,0.16108095727568228,0.03573394473681523,0.25906284701080373,0.22331997817927324,0.16231227129649536,-0.020255840628012167,-0.06977327213151328,0.053353934887782097,0.07464266226573926,-0.15674171801912035,-0.1456272784002361,0.15963909824527503,0.06607291109590288
OFCmed_L,0.028870265419260653,0.028670151541744505,-0.059158583241449056,0.03160858367829361,-0.028081378720936752,-0.013416839241101984,-0.18336558523214777,0.011372258258110222,-0.07339884967212314,-0.04189503811504662,-0.09814118250589941,0.12049187100177848,-0.16474964577818818,0.05873092069949334,0.12882625752908675,0.5158381356551813,-0.04275317547175473,-0.017946354633410832,-0.06212449526486056,0.19828659610090904,0.31676653322762305,0.10179396693413814,1.0,0.28949715041435486,-0.10721646214546662,-0.1505978113674835,-0.09956057972017782,0.07457693986517619,0.01700615486706568,0.05594498410000344,-0.2496191271843109,-0.11972462753793973,-0.0817560493712189,-0.18738868328675384,-0.08958276933444616,0.016675483016793648,-0.13992045778892817,-0.17660071442608752,0.005018437579837817,-0.11059019286338097,-0.09096550596211807,-0.39940404975408433,-0.1421085309718688,-0.006212351469001182,-0.19350930601156066,-0.06205872493846311,-0.20036745381834686,0.03343850751801369,-0.004113731412617085,-0.12168486545131255,-0.10717571868267507,0.11949336241983102,0.034222698396431744,0.009252506904157663,-0.21694729927683923,0.012680041308907932,-0.2384483970351239,-0.053239226801530044,-0.02293968036081692,0.037784322903066575,-0.20193806209101522,-0.03453106826091628,0.054431116347754285,0.011061580088927344,-0.04845281328179656,-0.16248636255512117,-0.11267459725765092,0.03000168230777894,-0.2649756896834287,-0.12813022384705058,-0.2626752249704861,-0.10729118004798932,-0.08311829755314921,-0.018175659953057633,-0.28856962931279967,-0.033238162120888266,0.21795276662793275,0.24559367619566363,-0.06019620659777403,-0.16343880691516538,-0.12675127503176306,-0.4069224363824771,0.001931322595360192,-0.1226349516997073
OFCmed_R,0.10388100651517751,0.09272321901601142,-0.07688955489917149,0.1670140282339856,0.043196800806061544,0.14276865091533747,-0.15630400514746431,0.2002558417354886,-0.01783485198295279,0.2224770760301765,0.013255932576780954,0.35322082136418476,-0.2696543585605071,0.2148850877658249,0.1584697305802762,0.4193993300437299,0.08378952943556683,0.11905705928152757,0.032956402858910425,0.17872595541598027,0.31001046380062647,-0.06673954810918616,0.28949715041435486,1.0,-0.0977757579179407,0.12652241830506994,-0.11951215582464518,0.20165864902556707,-0.06350224578176915,0.22888841722036807,-0.1261297003378838,0.09869179942387098,0.03712101286899658,-0.046861277640789255,0.14394766213866397,0.14784876903221592,0.09360820466728483,0.13153382395673616,0.11327858317348817,0.2837175033013326,0.1415771378640491,-0.04945357090963824,0.020051243056783873,0.03571812734539039,-0.013916827076752522,0.07520167374362334,-0.08065172652829225,0.09518686304499417,0.09709545869279136,0.01714897813432207,-0.1123075225775849,0.2667720741590456,-0.05940816296645645,0.12304335995628861,-0.21949680127878754,0.03930223474796077,-0.07386616319606347,0.15351901905477797,0.024928575523726217,0.2819041781904408,-0.29933973262223196,0.26625168772122454,-0.004255150261005843,0.213912789220776,0.1498591070534233,0.13064748555845448,-0.0037905836783970652,0.179059983575937,-0.0033080045419409797,0.15043891407031837,-0.08944311247354456,0.18580987228965856,0.22617310000723434,0.07721081415621603,-0.26152588160545903,0.24540635274376263,-0.11152685953647525,0.16182361930482034,-0.1039277333900796,0.10652657612344334,0.09707494208122298,-0.2824363553530021,-0.06459971657566452,0.09938680551852025
OFCant_L,0.10938549058143215,0.06100952667223565,0.48958517795743495,0.2072834360229345,0.33361941962270564,0.37579432525994216,0.459563867732128,0.23042874635832866,0.37345006852742313,0.38314090101789755,0.6751436995192848,0.43785844908241883,0.5264758035392263,0.15295996390583655,-0.0009079145145377215,-0.012022509228658074,0.516042520080329,0.49138079854666383,-0.18670283002783158,-0.16620170230746828,-0.06308204657212951,0.23319173336803886,-0.10721646214546662,-0.0977757579179407,1.0,0.07026970075946305,0.6730959123392866,0.4378384744537122,-0.03462382258002447,0.5411521335824544,0.6030488399420485,0.3629458238708082,0.2688502280761124,0.25271822318074366,0.06966096039354955,0.09247945867636878,0.4076355449982595,0.3883123536464604,0.4692160638359579,0.4613931222938132,0.530580685407504,0.2476029701662351,-0.07898825817462661,-0.1004486361020686,-0.17129892759841184,-0.14461523198896584,0.05437791557425398,-0.01938417463215458,-0.27796030309679903,-0.1269319592356066,-0.13941988262585073,-0.21391557795925606,-0.0864106963138689,-0.23647917242103353,0.1926223430202538,0.11190694211332838,0.18940533269482224,0.15800624792420676,-0.10421415214374659,-0.09749317256481065,0.05787011911274096,-0.07099108039110365,-0.30506388548893876,-0.1794500197774794,-0.018937239081510366,0.023608366354816633,0.4236041470389502,0.5199376286067123,0.6695395625741224,0.6122842581618716,0.6363112012671804,0.4824513010841996,0.04383185787361044,0.21772074716120035,0.4387280394256971,0.1417184600769898,-0.19802674712242435,0.026684881944085016,0.18081453370996162,0.07403996539996407,-0.09092660347371317,0.02169886195813513,0.1359218513970475,0.0052114685102146755
OFCant_R,0.036049869262149,0.010665933812337028,0.04662644204971058,0.06960742152786532,0.022423814625078656,0.03782696384238714,0.02926569213749103,0.05576848942390209,0.09651954141311164,0.07512797001248729,-0.029510472759237405,0.05606430104395445,-0.0071858894938206675,-0.02048892112884944,0.01511003029940033,-0.005844539517432535,0.08887313014219403,0.06761063651981446,0.021235138004817366,0.029817406183484062,-0.041281727452491146,-0.02636999346834274,-0.1505978113674835,0.12652241830506994,0.07026970075946305,1.0,0.01949940474762886,0.09652936241833135,-0.09387965312317662,0.012936966210128223,0.04587611522671818,-0.009758807893993707,0.04845726335174908,0.06468509468986905,0.08133251194174733,0.044871672659828075,0.10359542932025048,0.11377598068497852,0.08569912691003434,0.13185375035454744,0.12074855984099907,0.11677513918127197,-0.04721140098912512,-0.07084732390673035,-0.07569393626017211,-0.10162729385368584,-0.02995677444705239,-0.02788841172619455,-0.08802508555303276,-0.1291878357061613,-0.14058091271572423,-0.05417944931286004,0.0356436595789062,-0.17577387841570488,-0.06332544094008262,-0.07145218404814145,0.04074916917194706,0.004199675410601656,-0.015976979856775764,-0.05906123216565909,-0.01855831456422406,-0.07025828302709558,-0.11394368037489101,-0.08948400607495305,0.014633578037809406,0.030572902616979196,0.019170537105471154,0.11821902585333854,0.13475200604719081,0.10482466663080674,0.049284884997512275,0.07262351917714206,0.10684334541816236,-0.03003983832496238,0.04364493235996418,0.012323665794545626,-0.13288051713861415,-0.06992015519709062,0.032788187119162565,-0.015410587787312677,0.1391431258458745,0.10050812090763721,0.06903597666529344,0.05572717403990651
