,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Lingual_L,Lingual_R,Occipital_Mid_L,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R
Frontal_Med_Orb_L,0.2020028509875876,0.15623129378919662,0.42791838875244576,0.3172359302785858,0.3647592895071069,0.433184595878395,0.2646513090932315,0.160641429259024,0.2611536642950135,0.22136824868263943,0.24264394494108507,0.25842707118684305,0.21165804732656593,0.23709655053744794,0.23495597693460515,0.2168552285418853,-0.02905582989777998,0.3541364498793964,0.3429652150318029,0.3730847375968667,1.0,0.44173336950684033,0.5793112375062361,0.5741567839353876,0.4087605134098965,0.4013487029261246,0.48304584837489467,0.5830741177419301,0.3203240226262333,0.6184558254300039,0.2999486642594655,0.23344039947651177,0.18624219249291132,0.17123927305143588,0.21632908536127785,0.2622733331915788,0.3100194648977295,0.17569390862379264,0.28164653971057274,0.38685554170345415,0.4844078574184367,0.4904384359151128,0.20363375547071186,0.4716480752480174,-0.16631807098118592,-0.20902248798269085,-0.3759904946852112,-0.08761961171184984,-0.04258429905383036,-0.022329910230283176,0.14389114737169792,0.2306261617593318,0.028182304639228196,-0.05343131975801958,-0.10947632807884237,-0.10986434783830565,-0.2393669191965611,-0.34608103608574997,-0.2569405797626795,-0.2389392020549345,-0.056472931265099856,-0.36581066044151545,-0.18663807662015275,-0.17623137052070637,-0.14457722784085736,-0.3699792175395964,0.4201950652224856,0.33183331647055153,0.4378370002001154
Frontal_Med_Orb_R,-0.004876013912951672,-0.0006161588224169389,0.29386674147222,0.2549708813305424,0.21614044686283143,0.25395341859181736,0.21947722558237123,0.16926865039086947,0.13654757416031704,0.07289281407845241,0.10801401016237684,0.3090752019517747,0.302493742791464,0.31331240371407304,0.12151025242801243,0.019999972462775018,0.002936085642567865,0.35458876668401224,0.17384143390687218,0.10305876570684724,0.44173336950684033,1.0,0.4391730463218227,0.2771564936793358,0.7504464193549866,0.6200593050983578,0.7794424667982242,0.6575457555150261,0.16696996221808447,0.3098840438666758,-0.006477465206835227,0.14012597806217766,0.14912521371490375,0.19552627407995682,0.07320411645487526,0.12583616671729,0.43323256675724464,0.1168540184183645,0.22034948426445244,0.13362558457522125,0.058383794383389885,0.21543810716440367,0.06547593760687949,0.5172229401352778,-0.20236907092036172,-0.36244852490879703,-0.2839401625902332,-0.2879951992006346,-0.12448605492343164,0.1534644673515919,-0.06607866388821375,0.01367540492455861,-0.1318730379120003,-0.062240421553038223,-0.10614106477904356,-0.2490648018375798,-0.2737630550533969,-0.14247720995676103,-0.25643901888680326,-0.26773134914594393,-0.2612127855503474,-0.4031765627869141,-0.09161924476373622,-0.1550440019349256,-0.020368582326035133,-0.15880538809496025,0.43333016253583423,0.03175765296431961,0.38345714200090786
Rectus_L,0.14353565251021067,0.11219480419973493,0.3230938718928821,0.3013237066918778,0.25111536982943583,0.31680520421872477,0.10385661550371277,0.031414586387793535,0.1337542898617192,0.095797900164632,0.21173025943724258,0.36270469285824514,0.05135771009670597,0.10001683366863555,0.19633333155085614,0.16288584960883967,0.19569822198007547,0.515603589610428,0.29768813719545956,0.2807376999909429,0.5793112375062361,0.4391730463218227,1.0,0.7135204187627184,0.6338625667039263,0.6836038279624903,0.5270477719068267,0.7584656490079236,0.30532747920016523,0.743421817581267,0.5246784844235954,0.26484140049824734,0.021818985390052118,0.11788108658353788,0.1143995500052966,0.24869083924192895,0.4575953666766241,0.19018228598177703,0.3048176503103134,0.35398217595710907,0.5170661839277755,0.4770173485164249,0.4529990640827831,0.7141640425680789,-0.15283245061802472,-0.17062995628388214,-0.17950195054123996,-0.08667201609645381,-0.05323748988766534,0.08458161992046755,0.10877753823278395,0.14926179705964215,0.018757431380040924,-0.0006148642098670947,0.06440988627580244,-0.13770190158991033,-0.1278141702927799,-0.17429572804289936,-0.1506490120664594,-0.12984011710200172,-0.06434883404098776,-0.17864676085715547,-0.04888870229993818,-0.021012126997451818,-0.025854721407586486,-0.21913551378890028,0.33990865829826244,0.24750022441265332,0.4200084354612994
Rectus_R,0.4992609981884414,0.3917548666779658,0.6163495816661327,0.6014495911547141,0.5682227080833152,0.6156086444060181,0.4088997245968537,0.36738241049097253,0.5231595444176158,0.46617377776363683,0.4988339968611178,0.4467805815662782,0.3692273759222007,0.3838076473031803,0.5273630438338969,0.5040251484436293,0.3601501348476154,0.6011129865992236,0.5849270163425159,0.6635364073836963,0.5741567839353876,0.2771564936793358,0.7135204187627184,1.0,0.3015517815458126,0.3990807916188242,0.3311417412147165,0.5551579508519843,0.5369820250193064,0.688005727863746,0.6287526143115879,0.4102902344958551,0.43729927998784474,0.41959286870917945,0.42696128740070666,0.5943844876797747,0.5474233947866844,0.47395948247273206,0.5800042062115458,0.625246610784399,0.701557676210809,0.7182675897201023,0.3732953598022135,0.6189410281186952,0.2043748999078924,0.1684954762961868,0.019169056662251407,0.24059105805439895,0.302107073978786,0.052443177825134926,0.47395612466531856,0.5012314584223366,0.39265449271587644,0.18021973195837557,0.026111563954123975,-0.0200163156046601,0.15420571881212616,-0.22084396695941827,0.20516237186964487,0.07463986586813971,0.012945626547324585,-0.01426379409482308,0.14694126839723154,0.2157149590994088,0.11334393949029356,-0.09436791492405773,0.5425985736059555,0.5750448823599754,0.5597641846675493
OFCmed_L,-0.23596434103941719,-0.1526102252062833,0.006815427130254104,0.019891454400746963,-0.09569549863480549,-0.05220875604244843,-0.14161013990127586,-0.218888863991307,-0.22317308251683773,-0.2789124163632971,-0.11580062761000783,0.11362677783255465,-0.10867277536485986,-0.1149748208382187,-0.13092199677478203,-0.178984645177679,-0.08376288296207099,0.3397800890374631,-0.04335183547873694,-0.1735373071332092,0.4087605134098965,0.7504464193549866,0.6338625667039263,0.3015517815458126,1.0,0.8870513135847007,0.7529685986485508,0.7064310040578703,0.01321333864598769,0.45716304561213833,0.043577178639067245,-0.002224188757326656,-0.25719045009345337,-0.15771882312894273,-0.14433332188342807,-0.09984367843074286,0.33388510426855317,-0.09438484387540721,-0.028065282158412887,-0.08525598191072431,-0.00703399034144718,0.06093744829150006,0.18506877333462843,0.5090801958853444,-0.35758911518106784,-0.42191160512310755,-0.22004396205475713,-0.430255925109665,-0.3235684743706679,0.19468438485224762,-0.267664657964233,-0.1852122021388237,-0.35295026055597023,-0.12808014896903533,0.016831862895532006,-0.22068133673031914,-0.3328506070684365,-0.005957011727976935,-0.36845634130533417,-0.25072144419359527,-0.22924773177447244,-0.2752359828724314,-0.12256665761794175,-0.21733479691842655,-0.016995010508884613,-0.2345401931093755,0.11709196296006859,-0.23548575983027684,0.16905956766894917
OFCmed_R,-0.12697220832857276,-0.10547876740218681,0.05639162055989905,0.08410224280981149,-0.039336296692993454,-0.033738117261863675,-0.16788654718365376,-0.23789186884344943,-0.18345370678934403,-0.24641650998617354,0.0020965099554741237,0.18873489180687844,-0.13831929170135365,-0.18813467648026064,-0.04339568840409482,-0.07798314220236485,0.10301257391503567,0.4942398582158271,0.0017043795989770275,-0.13284666618565744,0.4013487029261246,0.6200593050983578,0.6836038279624903,0.3990807916188242,0.8870513135847007,1.0,0.6449433225994464,0.7373159693236936,0.12152522377333716,0.5786998153667959,0.12610906134594452,0.08922145756064273,-0.24158611545090522,-0.13904025850706114,-0.09235544306476032,-0.05971334588221598,0.3118841959442415,-0.02478549137718674,0.06117616108937471,-0.0034987029780492213,0.12350340406274418,0.12712006533676146,0.3260776671257206,0.5365935023093312,-0.3039977666800568,-0.3370834136532301,-0.1092973179674469,-0.35757019147465835,-0.25389351987567116,0.1234596115247641,-0.20623832661829294,-0.11182389357392757,-0.23508535467462482,-0.09011432398285896,0.1014145366961492,-0.14815850450139617,-0.1924605657889932,0.008543126475654562,-0.2262422065248709,-0.17778334332370785,-0.1435868759509481,-0.17132327323516464,-0.02717661568889406,-0.1121215830553023,0.04674732643318086,-0.20622968723724244,0.10239910293261312,-0.19964927222570453,0.16242149314149334
OFCant_L,-0.029053791799776466,-0.06360892286508353,0.31269683684027055,0.1662427811391107,0.24838720962386357,0.19068908644530944,0.11321813846280418,0.0019844433154412944,0.04203918843222291,-0.028242141285303383,0.06597179324015486,0.21772964787184823,0.18669536688404906,0.17900105760282345,0.0795023423980256,-0.023827879731089192,-0.09624652047129093,0.2510185073849129,0.10498581376358031,0.06248613758798353,0.48304584837489467,0.7794424667982242,0.5270477719068267,0.3311417412147165,0.7529685986485508,0.6449433225994464,1.0,0.7146330933546462,0.29856299052165747,0.3787955321150567,0.045085774062348885,0.23264449112742577,0.02992678041739413,0.03851810736596696,0.06129125777483324,0.14634314384874658,0.4970624341493549,0.0840985008468574,0.1940082183224216,0.07887228427077825,0.11028470166528549,0.19474286692752976,0.1007988871955229,0.5701033497857887,-0.1819299109895534,-0.3434086253860915,-0.3881037884470003,-0.22631810150914092,-0.15522937611329932,-0.10918048392454846,-0.03969314900954811,-0.020422902304437423,-0.1865687190866043,-0.1983343861933717,-0.2714161783771986,-0.06450046817998448,-0.38806080492127815,-0.31618704773502126,-0.3447977163790904,-0.3956582802471479,-0.13585947748822869,-0.4604365464528077,-0.19713931332633836,-0.17554243936588107,-0.17617791404964148,-0.27760458155193335,0.4461082015437054,0.02691102567094735,0.38446272533655484
OFCant_R,0.16722596713135449,0.12563991011295614,0.4287346378448928,0.42058663358674714,0.32754921247066565,0.3742564560713374,0.25814223970357536,0.14508186010027116,0.2530513605181618,0.1982445258183219,0.3748239964776974,0.5310448552796572,0.2107773172010363,0.20739566586792924,0.3032335883732796,0.23911019664698827,0.282984785019031,0.5234122943930287,0.3989217126375148,0.2899088879276553,0.5830741177419301,0.6575457555150261,0.7584656490079236,0.5551579508519843,0.7064310040578703,0.7373159693236936,0.7146330933546462,1.0,0.43441479995563886,0.7331514984511437,0.42741470384774194,0.4837461442579179,0.1592830931634309,0.2882304876150729,0.2618434065667723,0.2554306650551693,0.5038710989148277,0.28118496650416425,0.3479210980058878,0.36739439343573516,0.35504305660787827,0.40593767423632354,0.5449709405988467,0.7367336676998159,-0.08784029273882346,-0.16243286234988094,-0.197854220561885,-0.041239978674587965,0.026435238400396847,0.08972883726145352,0.11982495399888174,0.18945383183987025,0.04443862714200201,-0.009907362651829102,0.10232113030144846,-0.10783925906818938,-0.08990960549382587,-0.16419426349695135,-0.15788777278974656,-0.1540624429411746,-0.13828913301545195,-0.230989000182582,0.0748114251028494,0.06140429816545724,0.05667399100137946,-0.12765123843716528,0.41170959277644975,0.22038477836677442,0.4149720744970062
OFCpost_L,0.5647641578799711,0.42799605697717885,0.6697070315791092,0.552553957218852,0.7127140301111784,0.5967877156267823,0.47251721166064686,0.5050677605022766,0.6396701673453421,0.5848141962296474,0.6315100787476133,0.49441565625436995,0.5440722418243685,0.4441392482331128,0.6216963063218821,0.5730824960727388,0.5685541716527864,0.46648732522582653,0.4934830355643636,0.5821039611700619,0.3203240226262333,0.16696996221808447,0.30532747920016523,0.5369820250193064,0.01321333864598769,0.12152522377333716,0.29856299052165747,0.43441479995563886,1.0,0.532587135547875,0.45724810263046345,0.7118091172517305,0.6707346556837503,0.6043626465145935,0.5521555057160298,0.6399489734645909,0.6217329818296898,0.6609659449838388,0.7508204688163107,0.6700327927261229,0.6005393221417725,0.6332047915756149,0.36524002609746137,0.6334929841007847,0.4795231743413541,0.40898574219401673,0.16474480617312154,0.5680187687651093,0.5731300761346902,-0.2932719500203349,0.6503904015547892,0.645368363890802,0.4737875093886903,0.185574603344094,-0.14271731135715007,0.27217014865237066,0.24590383729341037,-0.20159179136659985,0.41479825946749704,0.1476421022423875,0.00956153362766136,-0.007339231171018682,0.2933544486701343,0.4125539472520267,0.1343665073366357,0.0611331619838889,0.6021891853632461,0.5806925106275952,0.5607098583728362
OFCpost_R,0.3290688682579069,0.2694208195620527,0.4818726341702842,0.4446088194464783,0.4442609223871914,0.44558425474273783,0.2812726707600645,0.22661465312809256,0.36671690114922445,0.3283703242032975,0.5031481546818235,0.5481047771920435,0.21579463187129894,0.18843088021761095,0.40329143494147923,0.4005834995159117,0.4622840619132794,0.662826072786711,0.4366628817136804,0.4371797238153114,0.6184558254300039,0.3098840438666758,0.743421817581267,0.688005727863746,0.45716304561213833,0.5786998153667959,0.3787955321150567,0.7331514984511437,0.532587135547875,1.0,0.6305140420352962,0.5269710184579983,0.2698032452356818,0.3639011506714191,0.33781426563940903,0.36658813068299534,0.49892277682922553,0.41974471508887884,0.48727492602049133,0.5953537758140764,0.6624448858210039,0.6200056942781234,0.6537642334671308,0.7259763643866387,0.1171279772054907,0.108037988958369,-0.013654357803604102,0.2284084827191315,0.2690741334095591,0.03183114099062012,0.34922483906632534,0.41593810997705266,0.21709897141010778,0.09670646241715498,0.06762100973772928,0.06858137199489239,0.07581279594895132,-0.16651586522331913,0.08460740030580406,0.03733870138037507,-0.058842481864282904,-0.025476306225377453,0.19157033889940672,0.20508422382502983,0.0997860163639832,-0.1453109156140405,0.3906762125496729,0.4262203482997568,0.44897494549964945
OFClat_L,0.4866738701280377,0.507149900204879,0.5605903853977041,0.6262034377707563,0.47496273554587803,0.570437219618792,0.4230427508898755,0.41895709621702454,0.5597212547037367,0.5240079784202812,0.5709755610982321,0.49629479133284854,0.33424725186915194,0.36610045498689014,0.5904942727355548,0.5881951769510767,0.47196219401994965,0.45594182001913375,0.6018528134037079,0.6141386529927046,0.2999486642594655,-0.006477465206835227,0.5246784844235954,0.6287526143115879,0.043577178639067245,0.12610906134594452,0.045085774062348885,0.42741470384774194,0.45724810263046345,0.6305140420352962,1.0,0.5306297710782931,0.4189037055910615,0.5007516049279844,0.5199795415587236,0.5454483982928546,0.47740003895793703,0.5548904681527164,0.5702928809921578,0.6580620628229085,0.6485213617029522,0.6271963669402411,0.5557811248111422,0.4708581881396579,0.4256951733503328,0.43867518186036536,0.23972138217080463,0.44145919855219523,0.5004934097883329,0.06336249878283617,0.5859128625823301,0.5398904808154597,0.49013164463823783,0.3693866057362261,0.18476158951551758,0.016254660363455516,0.37421675011451977,0.024175482477426707,0.3423857696958569,0.35791930197026817,0.070821869828601,0.2520392920674358,0.41112808693861475,0.5082954190380864,0.2869789406522263,0.2227418279710335,0.4134211451797022,0.6214889547239618,0.44212295036926386
OFClat_R,0.4136933100523426,0.23537864274546136,0.5470298582316696,0.46360494754592313,0.5756300968100075,0.4720249819594838,0.424385112564181,0.39345771587251593,0.5508144850578356,0.5238336179662277,0.6254548127977759,0.5934986863628471,0.43197329596182904,0.35410016544661266,0.5076521849040976,0.4590220743530806,0.5653494264936404,0.36442046271623774,0.4602617669931734,0.4832600416352645,0.23344039947651177,0.14012597806217766,0.26484140049824734,0.4102902344958551,-0.002224188757326656,0.08922145756064273,0.23264449112742577,0.4837461442579179,0.7118091172517305,0.5269710184579983,0.5306297710782931,1.0,0.5565358782761417,0.5812792008558555,0.4363771894267125,0.42426476177873523,0.4173355291260605,0.4921046942112443,0.5899280473342614,0.5877015147044673,0.45070928582664915,0.47173750288188704,0.5018136119621264,0.5146366000066537,0.3714333520414077,0.29555287962812465,0.030269971254696427,0.49587886493622557,0.4864817460800548,-0.18185422721980712,0.5217032952976598,0.5331219415879415,0.3747075334388853,0.007821294903004363,-0.07765600082726516,0.18917879132841645,0.2007749510008105,-0.22238035483545054,0.2709237172882579,0.010729913947788229,0.08185847502372343,-0.02555781629658194,0.26468786261569066,0.383504906607136,0.04837711456034668,0.037615063690465245,0.493942515637521,0.5216051051174324,0.4502799857412127
Insula_L,0.7468580086111095,0.6554196143224383,0.8077933758329267,0.7372796065297132,0.8358196382026447,0.8186296609541749,0.8522438281581578,0.9001611179491932,0.9289686787213959,0.9281877196221525,0.7451698645739054,0.585993140106867,0.9124103208595821,0.8541538177213169,0.8161124601697111,0.7776223290146629,0.5526549260474813,0.35877294277457644,0.7048640429094654,0.7825861327491102,0.18624219249291132,0.14912521371490375,0.021818985390052118,0.43729927998784474,-0.25719045009345337,-0.24158611545090522,0.02992678041739413,0.1592830931634309,0.6707346556837503,0.2698032452356818,0.4189037055910615,0.5565358782761417,1.0,0.9177238423174374,0.7694968403695148,0.7682029683572571,0.4905050352861715,0.7695020762382608,0.8280875735119666,0.8124976327069722,0.6012505125805409,0.6999547476722482,0.2200600660429844,0.3399558387534065,0.6900961883542807,0.5801407197497191,0.21007172204941674,0.7109875098795325,0.787167875137729,-0.142039818382671,0.8076762533743427,0.8029496227259618,0.7188611381522946,0.3966989431753396,-0.084495476917869,0.10156165057051492,0.40298768498206633,-0.1527949984862065,0.5442072746033481,0.31133597200773955,0.009149939556893971,0.04713824186327579,0.41962943447578427,0.5284965427999261,0.24722255253011025,0.2511007616444491,0.7112632051800085,0.8143159928884414,0.6604568971941597
Insula_R,0.7450839877045068,0.691837892930645,0.7914657988373127,0.7817551031563476,0.7744963614611177,0.8091348414089118,0.8714741634487586,0.9130826047797327,0.9058494066512189,0.9142419161500321,0.7609679418185276,0.6767914445997031,0.8617545504693185,0.8240850967827689,0.8391717760601451,0.816835054896571,0.6154163865929435,0.42926083180051344,0.770490337349595,0.74710830067852,0.17123927305143588,0.19552627407995682,0.11788108658353788,0.41959286870917945,-0.15771882312894273,-0.13904025850706114,0.03851810736596696,0.2882304876150729,0.6043626465145935,0.3639011506714191,0.5007516049279844,0.5812792008558555,0.9177238423174374,1.0,0.8025255790206842,0.731844636743072,0.523079333804779,0.8085124882993933,0.8170995681050205,0.8323104665899318,0.6198850731765785,0.7010893249139313,0.3786965360404271,0.39102868538171803,0.686937604780075,0.5965738018084978,0.30383212064092774,0.7061353818929699,0.8033623781300979,-0.009509582173178262,0.7884114759418754,0.8055527989962445,0.7256163885869283,0.4634609205183804,0.07202816909938495,0.06847058148792007,0.47435760876926664,-0.03132166099257324,0.544804838690703,0.3815815710132773,-0.023205422071211197,0.14905420148106835,0.5524580777808782,0.6329190546213275,0.37526187867296595,0.36181653175552503,0.6753718159491591,0.7936288304839518,0.6583886690538356
Cingulate_Mid_L,0.8725648521958049,0.8968263449571879,0.8378039460301411,0.8672690499861798,0.7727977777900853,0.8468918414478757,0.8597347382694829,0.8065868615655444,0.8630848501099803,0.849494974920961,0.6149291432353641,0.41459780389801804,0.7841093548032884,0.7566237161517464,0.9429577839221706,0.9577116296697329,0.5158204237117131,0.3931366456971333,0.8369910824310731,0.7776938441358345,0.21632908536127785,0.07320411645487526,0.1143995500052966,0.42696128740070666,-0.14433332188342807,-0.09235544306476032,0.06129125777483324,0.2618434065667723,0.5521555057160298,0.33781426563940903,0.5199795415587236,0.4363771894267125,0.7694968403695148,0.8025255790206842,1.0,0.8871898841519462,0.5920465304996854,0.8542199191673946,0.7679721316152255,0.744850408450768,0.6450238822910147,0.7321428468337898,0.21802645816191846,0.3207278674193988,0.7785342999035444,0.7412907718297876,0.43769682151234135,0.6491192038333709,0.8042489538410353,-0.013139507441463645,0.8127928004541793,0.8291228920902719,0.8359967108323706,0.6624568456025546,0.1962594131169657,0.12518098474425784,0.5950027292883251,0.06034265172253182,0.5871549589200095,0.5293714091912533,-0.023890558205154698,0.2277345920914218,0.6394677624222482,0.736334489080195,0.5819430552385015,0.5071698909173841,0.6515036828664547,0.7718498588778985,0.6447857482435599
Cingulate_Mid_R,0.9007878011792423,0.8117286863595279,0.8906415280006893,0.8527679213970072,0.8698096700782356,0.8700122222915487,0.8009942340128855,0.7480561582665451,0.8544861529833058,0.8121495008769987,0.5493181545819953,0.33938343236791635,0.7909420419548006,0.774008197029474,0.9191230775728852,0.9004246138499962,0.45529719317300055,0.4776983131553294,0.813245063262124,0.8495320196692763,0.2622733331915788,0.12583616671729,0.24869083924192895,0.5943844876797747,-0.09984367843074286,-0.05971334588221598,0.14634314384874658,0.2554306650551693,0.6399489734645909,0.36658813068299534,0.5454483982928546,0.42426476177873523,0.7682029683572571,0.731844636743072,0.8871898841519462,1.0,0.7030745342052225,0.8382939335825402,0.8288944119000302,0.7725238726217025,0.7188003686889067,0.8128729222091025,0.10140029298842454,0.43153275140201536,0.7086002949520678,0.63957042007744,0.34570472749769987,0.5817974366159744,0.7397907477983572,-0.08189408728528262,0.8345988016529429,0.83103010463896,0.82416676725789,0.5332925319682839,0.031008847448969513,0.13291675589050408,0.49908733007234307,-0.10706837326755654,0.6067114896937215,0.3774980959685343,0.00044976118521652963,0.10715679609179281,0.44056776299460526,0.610022393754534,0.4051405154312175,0.34975692657600893,0.7787223620692321,0.8127198655092401,0.741403835419206
Cingulate_Post_L,0.49020669413607804,0.4987050624622795,0.6682143655721503,0.5760954626418565,0.6359778447680627,0.5926009095684686,0.4801410478467362,0.4463735550855486,0.5342361565867265,0.4261555914723193,0.46518593740683783,0.4359272665037455,0.5300181343270616,0.472466400506492,0.652161082931339,0.5840384607665413,0.45966135118061136,0.5800431874285079,0.48542922265831195,0.4891511489361201,0.3100194648977295,0.43323256675724464,0.4575953666766241,0.5474233947866844,0.33388510426855317,0.3118841959442415,0.4970624341493549,0.5038710989148277,0.6217329818296898,0.49892277682922553,0.47740003895793703,0.4173355291260605,0.4905050352861715,0.523079333804779,0.5920465304996854,0.7030745342052225,1.0,0.7884643935453188,0.7285925937182612,0.5989208987931479,0.6233591468513378,0.6871553900992476,0.2867217137397439,0.7375542715226999,0.510795763833258,0.38992568414951817,0.22398633773968735,0.41827412843312933,0.5164135036317669,-0.092080274686982,0.6130057272809625,0.597121510995019,0.36016961401546155,0.2881769298803543,-0.12604486530362272,0.1277909228398345,0.15900264344757328,-0.09788199322210656,0.2728653814371338,0.18419125131357955,-0.1168772973654006,0.02792851870126454,0.4115735999303058,0.4734570500338646,0.28735302853931205,0.11091584233242736,0.6875493202521445,0.5335983303051269,0.6327166069426756
Cingulate_Post_R,0.778826249518253,0.7669156201996338,0.8060663062008883,0.7727069023009492,0.7752246872278064,0.7743365552464188,0.7379609162901272,0.7563728619925804,0.8159321177448143,0.77085649227607,0.6910219859123058,0.548633135567331,0.7380193447367144,0.6619745424205767,0.8881184967510994,0.8777665895219657,0.6634356728473216,0.5285493929250675,0.7071030239486283,0.7035975883041153,0.17569390862379264,0.1168540184183645,0.19018228598177703,0.47395948247273206,-0.09438484387540721,-0.02478549137718674,0.0840985008468574,0.28118496650416425,0.6609659449838388,0.41974471508887884,0.5548904681527164,0.4921046942112443,0.7695020762382608,0.8085124882993933,0.8542199191673946,0.8382939335825402,0.7884643935453188,1.0,0.8529297081167908,0.8012993157979262,0.7192171929229592,0.7436577828924308,0.37275452114661584,0.4965707837860195,0.7796484972234501,0.7297474298669251,0.4596081290397868,0.726049417150773,0.8278130604125106,-0.08680838446266202,0.8368843163566355,0.8198930754825255,0.7289848961935969,0.5498780489075822,0.04623083996687511,0.19990912890298637,0.5219675219370943,0.030084607156526052,0.5942394209551332,0.4879921283446117,-0.04028714246491605,0.27398849860223523,0.6663895897171386,0.7474089199605675,0.49253098344468377,0.3843467374215962,0.6632430566289312,0.7609477131687283,0.6481131964673962
Hippocampus_L,0.7554424899127336,0.6713205343979739,0.8599223933656656,0.7480321619623034,0.8719025983499826,0.8184888586634208,0.7469562079376587,0.7734370431273674,0.8391576638608079,0.7858281345164826,0.6723132669983118,0.548127364601635,0.8067903662561215,0.7172622923483178,0.8509130945186851,0.8044478046228073,0.6271185921767181,0.5728503024910426,0.7133622983088647,0.7454720411229165,0.28164653971057274,0.22034948426445244,0.3048176503103134,0.5800042062115458,-0.028065282158412887,0.06117616108937471,0.1940082183224216,0.3479210980058878,0.7508204688163107,0.48727492602049133,0.5702928809921578,0.5899280473342614,0.8280875735119666,0.8170995681050205,0.7679721316152255,0.8288944119000302,0.7285925937182612,0.8529297081167908,1.0,0.8976428378339896,0.8076288936207012,0.8604622921771657,0.3683454488720906,0.5982307137152248,0.6985978042533436,0.5768633416875778,0.2666291220949366,0.6900051329428469,0.7959332032221663,-0.20228570680694558,0.8731588810029335,0.872871140809708,0.6505236875127386,0.36177988662171345,-0.13222320456974024,0.15184667985479236,0.3291569584038577,-0.20113816314320754,0.5211003254669411,0.2559440463901255,-0.01765799128784355,0.011677131222851267,0.4166476429447031,0.5563591635301477,0.24246978275047118,0.15660558982182496,0.8088805908282604,0.8044311047827806,0.7637905068167677
Hippocampus_R,0.7374650299025,0.6288624440717262,0.8310513622652886,0.7332726255164576,0.8399983777629022,0.8229396882969297,0.7655067311404337,0.7628633291707196,0.8570464494460588,0.8391561130411777,0.7177085704430671,0.6102781205176636,0.7612013662429651,0.7176921099815123,0.8177991906181019,0.7957184061549686,0.6089887126868831,0.5654215476799467,0.7464118619959551,0.8134706163958354,0.38685554170345415,0.13362558457522125,0.35398217595710907,0.625246610784399,-0.08525598191072431,-0.0034987029780492213,0.07887228427077825,0.36739439343573516,0.6700327927261229,0.5953537758140764,0.6580620628229085,0.5877015147044673,0.8124976327069722,0.8323104665899318,0.744850408450768,0.7725238726217025,0.5989208987931479,0.8012993157979262,0.8976428378339896,1.0,0.848961472023775,0.8977998580552501,0.49857855931704964,0.5641287404680826,0.6214425112301288,0.5468094344017472,0.18617007896991927,0.7038523896866938,0.7609507979439966,-0.08282079482106115,0.8481794167577649,0.8785279715011862,0.6421381913916928,0.30982953326430585,-0.04313700947128046,0.10776674870138385,0.3159758749508491,-0.25625446551529213,0.45683174846415886,0.22611073662629036,-0.05574650660670064,0.025887027475882625,0.3751846442376446,0.4898373660990528,0.1922020190339224,0.08758424615102077,0.729720868584544,0.8817362517280631,0.7366306347361096
ParaHippocampal_L,0.6764643948761159,0.5774262062299871,0.7252892485800085,0.6069341926969258,0.7445142896086616,0.7177332767165467,0.5948206766528066,0.5797755203605647,0.6820283406045746,0.6453091901758075,0.587675506334059,0.46085858283907627,0.5578469186477482,0.5213115846494903,0.7278866862470996,0.7133729071040525,0.4896076124595598,0.5827318843777888,0.6477498256603926,0.6817942889720074,0.4844078574184367,0.058383794383389885,0.5170661839277755,0.701557676210809,-0.00703399034144718,0.12350340406274418,0.11028470166528549,0.35504305660787827,0.6005393221417725,0.6624448858210039,0.6485213617029522,0.45070928582664915,0.6012505125805409,0.6198850731765785,0.6450238822910147,0.7188003686889067,0.6233591468513378,0.7192171929229592,0.8076288936207012,0.848961472023775,1.0,0.9241748817707663,0.42207797825140464,0.578523031883326,0.5125331255940464,0.46938195100511015,0.14697917190528262,0.5790197767453639,0.6039428361057124,-0.15857661535097992,0.7743960454861809,0.7849622029268921,0.5567485212479678,0.2531154160975196,-0.05828951924619027,0.13886099604794142,0.23892813001971858,-0.28035429417584284,0.36590933370812745,0.16137891950911593,0.0001828589897431367,0.002022623881326144,0.27135129360801924,0.41998500683758594,0.13339163548217745,-0.038244160164386413,0.6831223072662428,0.786037112819397,0.6743906325723261
