,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pr_L,Temporal_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Sup_2_L,Thal_IL_L,Temporal_Inf_L,Vermis_1_2,Thal_VL_L,Thal_LP_R,Rolandic_Oper_R,Occipital_Sup_L,Thal_VPL_L,Caudate_L,Parietal_Inf_R,Cerebellum_Crus1_R,Thal_VA_R,Frontal_Sup_Medial_L,Raphe_M,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_MDm_L,Postcentral_R,Cerebellum_10_L,Lingual_L,Red_N_L,Thal_VA_L,LC_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,VTA_L,Olfactory_L,Thal_PuI_L
Vermis_8,0.3853821227718355,0.10396702163723934,0.3611906031138381,0.4968550251361628,0.1003738852225358,0.13338845632558907,0.08718241581785556,0.22812469065463417,0.8003313611808872,0.2528030450726899,1.0,-0.04471110197734055,0.13419572035673716,0.010691053567625824,0.45139395955911205,0.18710578261946495,0.10336383975615926,0.13902888965054055,0.1392877716925735,0.4166753223029373,0.2150963706329505,0.07653487972364476,0.09757163113124966,0.3913972195454702,0.644124847769762,0.35183150079082076,0.16132734243780775,0.20940564769763362,0.15566129119063907,0.2474701197782798,0.5452973579392364,0.1869521920121009,0.20689653138174127,0.01696014735891323,-0.03498512427908423,0.17916616035176666,0.5811420464875646,-0.022408545428382082,0.14029469082102244,0.3544046809330331,-0.007909895025652335,0.2085523777917509,0.10115008245204488,0.1847895363973176,0.20516381464974176,-0.012709112614340438,0.1681229971667249,-0.008228832363807552,0.11278807247506975,0.502748068550766,0.04548989978201104,0.1710304955599297,0.499339308197693,0.012866667221105462,0.058208501929355005,0.38817081567144057,0.47334378479318023,0.1970116088545926,0.12995685180126856,0.14650229711606844,0.21085658028634088,0.2628869438676045,0.18070324438023647,0.22299689605918077,0.3152438674866386,-0.05231470228369332,0.14069859383273814,0.31333742990190105,-0.050115007752733955,0.11964587895424784
Thal_AV_L,0.12637383015492365,0.6258893857682342,0.691202556716136,0.11018301261538525,0.17717974466498088,0.7236476199061118,-0.17386757031128583,-0.2890846729648161,-0.0015124727826640759,0.2523462479007681,-0.04471110197734055,1.0,-0.21784533771045458,0.29466769654086167,0.1842894447999913,0.5840438685188131,0.5460536433920407,0.027076495908755962,-0.15033807219107473,-0.01344534726479249,0.5040909046039195,0.4085334707904443,0.37918114493413463,-0.137568167550382,0.06833831737742281,0.5682928602401779,0.32367402529292755,-0.46042358940930256,-0.23436481031888848,0.12787040684136758,-0.09725020717555086,-0.10049305461825601,-0.205604186254098,0.6121332393848351,0.5375705392052206,0.5663672961163525,-0.13656904787427848,0.6471972997299056,0.5883103435359766,0.32306422825225506,0.4886953093909163,0.45802989783709736,0.7613221251514768,0.5544648920640042,0.22464823618768592,-0.2588577102749182,0.3951289507544525,0.6494580367852287,-0.030871473563237054,0.20202533059187308,0.7208049607953133,0.6494334349329322,0.18832829181021035,0.6299337215131965,0.3093023316360051,0.36257422309058507,0.34037312854713064,0.2903799524174138,0.20375436806962588,0.36072433629916273,-0.18608489915154222,0.4817616860081872,0.46924215886853704,-0.22483565604762148,0.23109279862173598,0.44665107927964265,0.4377301049433559,0.18107224204259012,0.4861703864572608,0.583751481654816
Thal_LGN_R,-0.0758134841874542,0.0334829529327695,-0.12356765698158043,0.34452947819371943,0.32795581214049635,-0.0306439610677916,0.2964537511391758,0.06442732530164459,0.0658632967540758,0.32990022746639486,0.13419572035673716,-0.21784533771045458,1.0,0.3567633210969439,-0.13233199312935254,-0.0743229484392445,0.23149402656942933,0.20512042585059384,0.7453316845789223,0.23481822518770784,-0.14931330854810085,0.3335745782703929,0.5283994003443644,0.30194206970935145,0.050364864904762836,0.22155874372197348,0.374160852469848,0.30971946003735845,0.4326651318045147,0.15930928079214102,0.2729382179330737,0.714527983952759,0.2656803915443159,0.12193061280686557,0.21348978839898286,0.11920718548275759,0.13177695553450236,0.09179353271233745,0.222802964795622,0.21476609161641932,0.09711552551734208,0.28173066665983665,0.003817645583771971,0.08992409808782388,0.31351091403119613,0.27121148656921745,0.28963372624265354,0.09392679305732834,0.2669965548462093,0.00340663000910018,-0.007783436147973382,-0.0011650248068234218,-0.023193773841329025,-0.04674647458963706,0.43778730051767767,0.038455412575757575,0.05600781485599624,0.4208601641507561,0.3152743169615097,0.22406145491075868,0.3724090633036095,0.08699421838042759,0.33397513268875717,0.5305744928473324,0.3458285656346826,0.18172949186919743,0.20867262169666956,-0.16530094450447913,0.17139444434896858,0.0260066698469892
Paracentral_Lobule_R,0.19231436095358193,0.27189856713974675,0.34021470361022627,0.6312785800084126,0.30980231406382575,0.46625440777651367,0.5287098377780487,0.025623526187498826,0.08464836404787007,0.448327406127551,0.010691053567625824,0.29466769654086167,0.3567633210969439,1.0,0.02492844233816899,0.3502308061155739,0.5944987556661008,0.5013718100722845,0.3086267446847956,0.5881276891159651,0.37505364333970687,0.4451792661224701,0.44270255027550454,0.5699926231341907,0.09449026694455676,0.5164833423391907,0.7631657200449304,0.37047885276779835,0.6533628331398135,0.6996314295223309,0.42948372311583444,0.2881199317302854,0.5381957294947398,0.6312053845636393,0.8078158848831241,0.46865917102067517,0.26802790444238167,0.367294855231121,0.7983569810126215,0.6192889548764308,0.5497028735566843,0.6925887643813751,0.5134360364743444,0.4829400783103923,0.5650077215808538,0.3375464634082589,0.5941401251057924,0.613541383515018,0.6739685205793335,0.1805200936320081,0.3903002673522104,0.6336839705721717,0.21074897916871072,0.20961576536901105,0.565870738195005,0.19131627847914703,0.4327217336468289,0.7752516111452231,0.8965598988752862,0.6708186996454826,0.47854152940944966,0.3883049195102451,0.6090731563479485,0.35238454126212815,0.3196774795457996,0.5657810981935772,0.5926976473164297,0.2416238118271681,0.39327854006471064,0.44847258343232954
Vermis_9,0.5802983274412048,-0.006108965462587705,0.5035328203620713,0.304771405005907,-0.4100993937606345,0.27707858089156506,0.09766645312263644,0.6110077436895271,0.624283107969628,0.39260849039602896,0.45139395955911205,0.1842894447999913,-0.13233199312935254,0.02492844233816899,1.0,0.24188822931151727,0.14141051245963898,0.34077468002894773,-0.3319845598051548,0.23445222220251222,0.10758660440309467,0.2948687977581773,0.21525922459816124,0.2659245536850946,0.8103732629397724,0.3953116085997234,0.07395044559169703,0.038918264601151616,0.009506231725722241,0.30350201728411064,0.6235142225069609,-0.10832743702870855,0.34191420696869884,0.03317105841918435,0.19398263789046183,0.1393219645760646,0.6165758042250065,0.28505267034533804,0.21527805237288086,0.3815869180435159,0.16997047741663796,0.19845699261489425,0.00438159722942656,0.45507831624888084,0.3105619362128917,0.08917148389312966,-0.029784215717219245,0.17089150621435828,0.15385671899177894,0.8299520793962252,0.11790966008119946,0.19960845201932828,0.6594055039066536,0.1743350995975128,-0.06953220150774764,-0.050440459083915104,0.7779971720414,0.06758865168160968,0.17189051976721254,0.21669422118281448,0.40386862373773097,0.46051147322054653,0.012839729746399214,-0.20465072853022737,-0.19848248814970781,0.355538473082682,0.37617233216126394,0.4827560433350793,0.1035968829558989,-0.03340581308392238
Amygdala_R,0.165698441199476,0.5826863758836742,0.6826769998260555,0.22998422489421466,0.26525619047658777,0.47867609957565177,-0.08736852941085241,-0.12216047120284314,0.30234038668944807,0.46271741572814024,0.18710578261946495,0.5840438685188131,-0.0743229484392445,0.3502308061155739,0.24188822931151727,1.0,0.31310689397544905,0.19206345665246424,0.08681997146976915,0.14100215876025976,0.4695264407336962,0.6107712098560464,0.18669976831474422,0.01441861145708173,0.16079311070785313,0.683183065535696,0.4031504395265461,-0.2626150652452801,-0.03269763536246809,0.108848442686905,0.12479673992313389,0.24492110249573967,-0.06045753236910807,0.5286636800510451,0.46468534337752415,0.45281774685715853,0.16946847560276676,0.3965990498753182,0.5201079804307814,0.28415155191944136,0.36925439547929056,0.4318927889527726,0.5465108499203576,0.3779944937200019,0.21205562956567706,-0.24160935878723916,0.34800494931149695,0.5638323468224115,-0.023618628369246216,0.31393033835170564,0.39132900891708045,0.45895460685440465,0.3721687340186361,0.6128277685237569,0.3081756822382967,0.37726581609825577,0.414589666366337,0.3303085537529839,0.2329794613522626,0.37255129273164456,-0.06966365206457782,0.3532390710678169,0.3838925562204176,-0.09099210406951319,0.4062862230060155,0.310528884401856,0.354912432271776,0.16803665156638006,0.38052500504789577,0.5839505715518724
Temporal_Sup_L,0.20687137121342647,0.45900603159722003,0.5187219380983442,0.5770966186680815,0.41200438546823703,0.5202171063403442,0.2983953404598606,-0.12576770437045667,0.06297332492823203,0.4428864856258494,0.10336383975615926,0.5460536433920407,0.23149402656942933,0.5944987556661008,0.14141051245963898,0.31310689397544905,1.0,0.35467544038168786,0.21408889308253265,0.4134776598249438,0.4119978937930709,0.39285075406368425,0.5818282751382374,0.35103833324765016,0.15762553356870823,0.5697216502675129,0.6270326015129157,0.0883302952879677,0.2649620324963974,0.47224472928848393,0.26712364024908486,0.22301787789207905,0.15045568756752625,0.6576543460138488,0.6310509678435431,0.6488261508744598,0.041300704991893984,0.6179449730624503,0.7914383409355338,0.6351016542913589,0.5867595463313114,0.6545644246317085,0.7007846082403524,0.6350856606003994,0.4865036790948959,0.23695979762255912,0.7109885971194223,0.6146440236216237,0.4229412519000448,0.21243676004284529,0.5679306274248684,0.7584604247771741,0.21366443239091498,0.40328278960708974,0.5455968902954903,0.4299917819479394,0.5055784191523256,0.6684300976002343,0.5617536066732662,0.5816994379994499,0.3160958441147678,0.6443489963744438,0.54256684509738,0.210719771590369,0.3520347141505937,0.4945078375286282,0.6685363835756688,0.20378490691565257,0.530155466949806,0.5313974466817657
N_Acc_L,0.3839234559695647,-0.1642521049758963,0.11810287721516577,0.36118969722632205,-0.07176647039219279,0.10322292031176156,0.6389676026621468,0.49721855101568124,0.12073325230633526,0.5490416700450358,0.13902888965054055,0.027076495908755962,0.20512042585059384,0.5013718100722845,0.34077468002894773,0.19206345665246424,0.35467544038168786,1.0,0.19647292043638606,0.5337459794134491,0.0033176376107146447,0.37485101128484966,0.111284876445171,0.60994366861803,0.45079051054785907,0.24463834076253543,0.44078787893033955,0.4869670609061583,0.563651954220483,0.5366723882729495,0.6067196573886081,0.20510335900714027,0.6003891209701862,0.15730842276786117,0.5017946042794807,0.3092438098949957,0.3975256527123976,0.20851114908904714,0.3844514209935919,0.6379517749499959,0.36063405013050237,0.23158298474017056,0.051296028506573665,0.5179876237634448,0.2764767015465584,0.6099356255364143,0.31921910412029897,0.33917131152740104,0.5847627670378761,0.5308813862217762,-0.10988184790011409,0.32419329379580514,0.4231273853368572,-0.15625100071508527,0.2743602615661215,-0.13132078181952847,0.53247322449797,0.5297922913346469,0.5920441603977218,0.35104484958089976,0.7355510638928191,0.34371756204036596,0.3282090267482353,0.3764717463062434,-0.1585091401211783,0.4221729557488284,0.39608792976133167,0.3485514626548731,0.11535389462417843,-0.05282331672462327
Thal_Re_L,-0.26629170178489436,0.13913068637232634,-0.1188557807045225,0.17799378900461507,0.43091278696606167,-0.08376014997977642,0.243076738434868,-0.14687805622265718,-0.07140768610688372,0.4152984261034057,0.1392877716925735,-0.15033807219107473,0.7453316845789223,0.3086267446847956,-0.3319845598051548,0.08681997146976915,0.21408889308253265,0.19647292043638606,1.0,0.25126556566274016,-0.06828268002063065,0.37277998311139815,0.23481845415721306,0.27575845799517973,-0.11324682920125197,0.12781688863828786,0.3494950771455444,0.2884773095924314,0.3530739704702618,0.0914792131835028,0.13105475659518706,0.7757455729880105,0.10775435472578347,0.139799503906059,0.1347526674383102,0.13414825806821684,-0.06310233171340444,0.038946267625364094,0.19326412613602637,0.1766840085039456,0.1239184449168933,0.26310332388131186,0.10626839295212534,0.08597927271589896,0.033091152600805765,0.21159770890470486,0.33689142052934423,0.2608244663592997,0.2169963395459973,-0.11126752920801583,-0.026230248055193136,0.007140654210800643,-0.08971787319642466,0.0048997988266790945,0.5960658178869633,0.13402213966152027,-0.04109558605312327,0.4439876124326276,0.252570698448623,0.14552984342365383,0.22943987389201942,-0.03405105523251378,0.3973576157287628,0.47237379218007364,0.4409261116896278,-0.021844267876443217,0.15731272053428694,-0.2622951409214782,0.08224588124938412,0.11782494256087726
Precentral_L,0.359598622484671,0.07251370516137227,0.2457689480888008,0.6911581224750001,-0.049122621210555016,0.2663029468249748,0.5518075614967176,0.3393428174689065,0.46094480773540203,0.3440912504551451,0.4166753223029373,-0.01344534726479249,0.23481822518770784,0.5881276891159651,0.23445222220251222,0.14100215876025976,0.4134776598249438,0.5337459794134491,0.25126556566274016,1.0,0.15062245972653537,0.2762872907470679,0.16428390898235767,0.8817360762645756,0.39733588438022255,0.35911498605439873,0.5280000174892118,0.6364168560440551,0.6301008610653046,0.6500527832315376,0.6251484337770823,0.1429105910749521,0.5531270167936976,0.2674267280802061,0.4069450046082205,0.19758613675936207,0.5574960956542591,-0.07104821068441645,0.5332136909141854,0.5963492389683562,0.15408357549810303,0.4335302695740474,0.16569080826094287,0.38636482975280134,0.38767476031762216,0.4539658961679433,0.36729527516056015,0.3195799453250339,0.5924117512514321,0.44181561821333354,0.14149224723391615,0.40877040582956925,0.41808966505266065,-0.04173731548155557,0.3489442482982925,0.10568524040288374,0.5179804154804486,0.5836647322286138,0.6827935088481218,0.5497989577979626,0.6171234218396523,0.22956327317048494,0.3669756906202005,0.29565244286625925,0.12961413639048092,0.3512982912285591,0.298261867824795,0.39722419703336903,0.04695454074398582,0.13745389333019278
Raphe_D,0.2621686127192271,0.5144028303885901,0.646542704971924,0.29742059682765676,0.3260246114234044,0.5451581183254322,-0.08010622065275412,-0.2921276450499999,0.19648421989109127,0.1241147292899396,0.2150963706329505,0.5040909046039195,-0.14931330854810085,0.37505364333970687,0.10758660440309467,0.4695264407336962,0.4119978937930709,0.0033176376107146447,-0.06828268002063065,0.15062245972653537,1.0,0.09559737027147053,0.25122914261862217,0.15200850932423163,0.05870799641877016,0.5306417529574093,0.47842106460052075,-0.23519674190153192,0.02703844323561704,0.28261106336581016,0.03799470105366354,-0.10213587866427903,-0.03492710856012617,0.6603372404564612,0.4988069986871283,0.6240905919682554,0.020434290946930594,0.46829566325682287,0.5800895782242276,0.3058281440316553,0.6258425106338112,0.49300181221811895,0.6677684304385555,0.3729885723868343,0.38042509439248035,-0.3012288499539385,0.5138447708913936,0.5241755283515708,0.12424044939183404,0.08237765510212514,0.5892406774595722,0.7263270896858834,0.272950018847719,0.49567674798181655,0.10629568450577084,0.5478405856649216,0.30292271406574567,0.34662081884310847,0.3971196448775065,0.3761971413911283,-0.06728275646302086,0.5224296797314998,0.36753630886074296,-0.007320601141415001,0.33509782172402774,0.3201894545108888,0.513984434167899,0.3132549031132833,0.3958020505351901,0.6413477359491366
Frontal_Inf_Orb_2_R,0.11252571723616916,0.42720166279403765,0.4593771143838128,0.35851648880435566,0.08479099919526668,0.4427310472857071,0.003376201182000511,0.15053554712604944,0.23500886604095014,0.7039102446153823,0.07653487972364476,0.4085334707904443,0.3335745782703929,0.4451792661224701,0.2948687977581773,0.6107712098560464,0.39285075406368425,0.37485101128484966,0.37277998311139815,0.2762872907470679,0.09559737027147053,1.0,0.47941286955106405,0.14437480599694175,0.26092439441028187,0.6781852223854754,0.4964163264693294,-0.10315553620619425,0.04779086381682999,0.2356600509283967,0.3154683528497681,0.5462990953298251,0.11483985465378999,0.5131200120667845,0.5529201763185007,0.3409906214616023,0.2356397580937229,0.421665909168076,0.5771366244723845,0.344254374519835,0.23997744280630617,0.5314466582078834,0.4023620247916393,0.5067156860158263,0.3483534314501222,-0.06415843517319571,0.3252836859109908,0.6271678817284685,0.1547938508399894,0.426557661620245,0.36566823648312285,0.3422936571944201,0.33714290152513937,0.5451075844529364,0.5156857613168159,0.06589626182694559,0.508587300963359,0.38675364522085,0.3573903273283472,0.5074617936694054,0.23682507733833386,0.3951620201272644,0.49117130672921494,0.08856229341421161,0.2954338210896803,0.5570366085299809,0.4069625838499418,0.15748542551941644,0.4959735628849463,0.40750099880073737
Insula_L,0.13129006349160374,0.3824979519328936,0.4279821978802258,0.4611295162689719,0.2560834017336081,0.5238559296564719,0.037226641790218146,-0.03567954343412343,0.15711320355470831,0.3286327003068086,0.09757163113124966,0.37918114493413463,0.5283994003443644,0.44270255027550454,0.21525922459816124,0.18669976831474422,0.5818282751382374,0.111284876445171,0.23481845415721306,0.16428390898235767,0.25122914261862217,0.47941286955106405,1.0,0.1555118000173279,0.18810013795860406,0.6036108382171033,0.5147404706698182,-0.10601847014213987,0.13015270758179046,0.2784907329961403,0.23153775107314892,0.34978796558823744,0.13102077585185448,0.5656114481072471,0.5404333121391146,0.47868598360921116,0.09139934443139197,0.6113591026928588,0.6476710432644168,0.4315907529595582,0.37713975983974196,0.5947996712798387,0.44589344526409685,0.41657628177001715,0.6728758197846126,-0.02639871994964697,0.39914674971985215,0.3982885246603251,0.21602060045399396,0.2078477126049874,0.6239088335056326,0.49013793416477947,0.2044610125390526,0.4946065291121405,0.4621612017470493,0.24913589645862408,0.35808029886261783,0.4168679334503745,0.44145139007385387,0.5026293496735647,0.18326170480899628,0.5235186204877684,0.49548631586096936,0.22675920525123075,0.33878946022053796,0.6828788921795818,0.5095025091041732,0.16614847826305076,0.5950341747258909,0.3632603281143942
Postcentral_L,0.4153531250186056,-0.11042378886591359,0.15250474603045402,0.6025765620182142,-0.08349233378659286,0.14868597540950831,0.7399798820316289,0.4313853195783101,0.3723513411255216,0.3644872968636663,0.3913972195454702,-0.137568167550382,0.30194206970935145,0.5699926231341907,0.2659245536850946,0.01441861145708173,0.35103833324765016,0.60994366861803,0.27575845799517973,0.8817360762645756,0.15200850932423163,0.14437480599694175,0.1555118000173279,1.0,0.43979333706948776,0.21980910286208338,0.5244610761945361,0.7712873836617035,0.8052867814305227,0.7738558356908748,0.6810339746569762,0.13224837893762859,0.7491071844649297,0.1545954906000666,0.4225546313015479,0.15215607985609939,0.6154635396585866,0.013045914445231087,0.45915145826712883,0.6319820318233276,0.29585449926286367,0.3654256143055921,0.03804058269594206,0.4180833643766408,0.3838256311725512,0.5974162312766055,0.3462903520787441,0.26276300406322484,0.762782762205761,0.4558152391511951,0.009413235597329941,0.3703624917670508,0.40572361344835867,-0.19871170586159756,0.2621235271856718,-0.00020137453590369204,0.5048523648541265,0.608998127776741,0.7798409008759936,0.46885784489498433,0.7517555320308207,0.22578411572026197,0.3271563945015857,0.3550347743489666,-0.003699744035777869,0.32816112920631085,0.3588708332523041,0.3955484891858061,-0.055885075068747674,-0.0054794963536359325
Vermis_7,0.586633203594929,-0.09177987043743305,0.42119867835846775,0.40498971083033924,-0.33361399604625236,0.2129586405831524,0.250320527789987,0.629444690426005,0.6710870893169041,0.4608822939937844,0.644124847769762,0.06833831737742281,0.050364864904762836,0.09449026694455676,0.8103732629397724,0.16079311070785313,0.15762553356870823,0.45079051054785907,-0.11324682920125197,0.39733588438022255,0.05870799641877016,0.26092439441028187,0.18810013795860406,0.43979333706948776,1.0,0.35245760525060343,0.13240357496191885,0.19580068457064023,0.18011764095892893,0.4038628537927071,0.805801948329194,0.03952510679006526,0.4391018860415164,-0.004554733809625715,0.22761058919008278,0.1629556250125781,0.6834343230136769,0.23254733057105062,0.21466890347046133,0.5343719936953787,0.154337907727491,0.24497687717203823,0.004805885491506909,0.4632238958863281,0.31393715800319916,0.21868577523561308,0.0553402092494062,0.1765818221065722,0.2521254361438414,0.8024334136982668,0.014031856021020774,0.18947541458481862,0.6827978699268348,-0.026985498284177026,0.003994862618400284,-0.03841897500437335,0.7969248043623622,0.1942646103190698,0.26471718661162497,0.23234979098322026,0.5856684861668696,0.47228831006594496,0.12582312376505614,0.06662356951040603,-0.11105264187271169,0.2808181751776022,0.398520662717431,0.4726669689918212,0.012662259817777542,-0.08797012365137118
Hippocampus_R,0.33237879251370606,0.7044544751870163,0.786229389873165,0.5985833221947979,0.25053564900390624,0.6752962186946524,-0.03764418000279522,-0.04738551366949979,0.5108273135854228,0.5054978665150731,0.35183150079082076,0.5682928602401779,0.22155874372197348,0.5164833423391907,0.3953116085997234,0.683183065535696,0.5697216502675129,0.24463834076253543,0.12781688863828786,0.35911498605439873,0.5306417529574093,0.6781852223854754,0.6036108382171033,0.21980910286208338,0.35245760525060343,1.0,0.626867160498131,-0.2023698405074705,0.08211874223827646,0.33804104777291905,0.37969457964155845,0.3185202999632457,0.09084778669575068,0.7766139632355155,0.612650005154261,0.6461727048576926,0.35191689279390165,0.4895306613165405,0.7556182793883242,0.47777635950652847,0.43658971650215617,0.7120724494724678,0.685369733303011,0.5328369756710641,0.6089378377624399,-0.23625926039431797,0.5905740667743405,0.6342337734656127,0.1307241143438382,0.44885809070831817,0.602314360272617,0.6411395126569074,0.4565875950697529,0.7033986305989298,0.4415567305507141,0.5008933255350843,0.620817970034841,0.4873471549302528,0.4593175610316311,0.6805989092991813,0.13594608032752592,0.6815243008716224,0.4798181090710492,0.027240060760991808,0.5360493856748181,0.6102513121959138,0.6020926526111027,0.3246540962723473,0.7263126373037727,0.7479055258860438
Cerebellum_10_R,0.27357244316527884,0.35529315437733117,0.45378312138382904,0.6688275330482436,0.2983175880158476,0.5648973589433396,0.3563593082894421,0.004633228942071868,0.23393263502340766,0.42855182592926455,0.16132734243780775,0.32367402529292755,0.374160852469848,0.7631657200449304,0.07395044559169703,0.4031504395265461,0.6270326015129157,0.44078787893033955,0.3494950771455444,0.5280000174892118,0.47842106460052075,0.4964163264693294,0.5147404706698182,0.5244610761945361,0.13240357496191885,0.626867160498131,1.0,0.22053161872253943,0.4600733862490466,0.6341302730514261,0.41807381236624763,0.2852737426833103,0.39216073286084546,0.7036079348790293,0.7493166395933732,0.4859869891596575,0.2988833042240696,0.38187991833950824,0.8027688221042929,0.5871531522079361,0.5432718201166148,0.6873890413055901,0.5427357796997604,0.47598098716290443,0.6223201813223214,0.13574545242033448,0.63415582547524,0.628011360817225,0.5536520554947524,0.2257785189963812,0.43859731684215786,0.6747977762040878,0.2963877357952457,0.3364399317415444,0.4827893619632382,0.32611374158996875,0.4725018523850555,0.7013151694776733,0.7626571156023689,0.8040493274848429,0.4293322258723509,0.4599923838947483,0.6246137987603413,0.39110835441371233,0.3326630331046437,0.6403856565311103,0.6127424112421662,0.32736573212276476,0.44350045865319276,0.5450144544652534
Parietal_Sup_L,0.15187343431741782,-0.47683762248993733,-0.2973722076611151,0.39517986135482575,-0.06901010123206332,-0.2596351126394678,0.8407930122998064,0.4662421923539694,0.17608004594373902,0.18566312446997546,0.20940564769763362,-0.46042358940930256,0.30971946003735845,0.37047885276779835,0.038918264601151616,-0.2626150652452801,0.0883302952879677,0.4869670609061583,0.2884773095924314,0.6364168560440551,-0.23519674190153192,-0.10315553620619425,-0.10601847014213987,0.7712873836617035,0.19580068457064023,-0.2023698405074705,0.22053161872253943,1.0,0.8455866333850551,0.601055063228429,0.4919485823174738,0.1264738315241419,0.7941957815739044,-0.22391855943547057,0.0794809801794507,-0.2350626802163129,0.4773791330708169,-0.2806703145584196,0.07967326237292603,0.3762922830100829,0.033376034374471855,-0.015143313403176666,-0.3473534142829946,0.06717147860267676,0.0039861713385939785,0.8002143301160596,0.02239936224525463,-0.08885894880260693,0.7712823020607285,0.19071284359994062,-0.30758568530300934,-0.033004135629995275,0.17172985524943893,-0.5395750986489467,0.13563385868342875,-0.25208864242315426,0.1874236443696368,0.4205260968530459,0.5197401004725033,0.12792716577138638,0.6579351263805157,-0.17192528222570025,0.08883506052399374,0.45909150849822766,-0.16879248355859963,-0.02625491025591978,0.07769908464174664,0.23506807218470885,-0.3739548797004129,-0.37538463514974174
Precuneus_L,0.18886141672467702,-0.20390160204177202,-0.0801533068773942,0.46774760023581713,0.12502593494740694,-0.023649340718279035,0.884711707736213,0.2992925072522762,0.14106726478350431,0.3179531487231093,0.15566129119063907,-0.23436481031888848,0.4326651318045147,0.6533628331398135,0.009506231725722241,-0.03269763536246809,0.2649620324963974,0.563651954220483,0.3530739704702618,0.6301008610653046,0.02703844323561704,0.04779086381682999,0.13015270758179046,0.8052867814305227,0.18011764095892893,0.08211874223827646,0.4600733862490466,0.8455866333850551,1.0,0.6873613559569951,0.5159432208441456,0.23663974872256094,0.827677663257119,0.09607725216095922,0.40640940689490407,0.08206038541561665,0.4845075059191242,-0.03699511720239037,0.3569328361702377,0.5251044088116573,0.30574637291713375,0.2413308919918566,-0.055255378128955424,0.2216385613173463,0.26980540388977836,0.7111089649949687,0.25881378038762937,0.16452531292982764,0.8026073537070063,0.18130261285792956,-0.09699766519421503,0.20443164673349767,0.16531162093135876,-0.3178147129852062,0.28473305013526995,-0.07409775615789939,0.26900333881745747,0.6099414005816662,0.7489649063566032,0.3570214596501426,0.6543530244782815,0.06188128342737107,0.3093594947942887,0.4468441739283053,0.052129867733898286,0.19755234525601398,0.3136983619200175,0.22007318804039397,-0.11349871780974033,-0.06828891891444763
SupraMarginal_R,0.4713291323740855,-0.022090778392366315,0.2807486897245004,0.6893761475690316,-0.08127976437641753,0.40238771889630787,0.6637021827221415,0.36631385552879725,0.33267950145892244,0.39620159556240686,0.2474701197782798,0.12787040684136758,0.15930928079214102,0.6996314295223309,0.30350201728411064,0.108848442686905,0.47224472928848393,0.5366723882729495,0.0914792131835028,0.6500527832315376,0.28261106336581016,0.2356600509283967,0.2784907329961403,0.7738558356908748,0.4038628537927071,0.33804104777291905,0.6341302730514261,0.601055063228429,0.6873613559569951,1.0,0.6460582535312474,-0.01920179674833864,0.8111215299150022,0.3645841867510565,0.6482355231452345,0.21790754456683029,0.6053572355107845,0.24731806683528162,0.60699599270073,0.6688687559730383,0.45546507315132645,0.5174750521377708,0.22290682821335253,0.5401807481645898,0.4577368192339457,0.4609351571659978,0.3528906159324034,0.4491263476139272,0.9056662568850248,0.40930988958535125,0.26562231207217163,0.5257603903145841,0.41335836129136794,-0.046005758056022236,0.30546012964476715,-0.022733791741300028,0.6068810306125357,0.5942131763301245,0.8606173726535518,0.5884140531276854,0.669092695341133,0.33149918797096656,0.39557061852239817,0.3003743242404736,-0.042671237887952095,0.5324431826286915,0.5670326928948213,0.49412654497961217,0.07475647486677617,0.16182827810855313
