,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L
Vermis_8,0.3853821227718355,0.10396702163723934,0.3611906031138381,0.4968550251361628,0.1003738852225358,0.13338845632558907,0.08718241581785556,0.22812469065463417,0.8003313611808872,0.2528030450726899,1.0,-0.04471110197734055,0.13419572035673716,0.010691053567625824,0.45139395955911205,0.18710578261946495,0.10336383975615926,0.13902888965054055,0.1392877716925735,0.4166753223029373,0.2150963706329505,0.07653487972364476,0.09757163113124966,0.3913972195454702,0.644124847769762,0.35183150079082076,0.16132734243780775,0.20940564769763362,0.15566129119063907,0.2474701197782798,0.5452973579392364,0.1869521920121009,0.20689653138174127,0.01696014735891323,-0.03498512427908423
Thal_AV_L,0.12637383015492365,0.6258893857682342,0.691202556716136,0.11018301261538525,0.17717974466498088,0.7236476199061118,-0.17386757031128583,-0.2890846729648161,-0.0015124727826640759,0.2523462479007681,-0.04471110197734055,1.0,-0.21784533771045458,0.29466769654086167,0.1842894447999913,0.5840438685188131,0.5460536433920407,0.027076495908755962,-0.15033807219107473,-0.01344534726479249,0.5040909046039195,0.4085334707904443,0.37918114493413463,-0.137568167550382,0.06833831737742281,0.5682928602401779,0.32367402529292755,-0.46042358940930256,-0.23436481031888848,0.12787040684136758,-0.09725020717555086,-0.10049305461825601,-0.205604186254098,0.6121332393848351,0.5375705392052206
Thal_LGN_R,-0.0758134841874542,0.0334829529327695,-0.12356765698158043,0.34452947819371943,0.32795581214049635,-0.0306439610677916,0.2964537511391758,0.06442732530164459,0.0658632967540758,0.32990022746639486,0.13419572035673716,-0.21784533771045458,1.0,0.3567633210969439,-0.13233199312935254,-0.0743229484392445,0.23149402656942933,0.20512042585059384,0.7453316845789223,0.23481822518770784,-0.14931330854810085,0.3335745782703929,0.5283994003443644,0.30194206970935145,0.050364864904762836,0.22155874372197348,0.374160852469848,0.30971946003735845,0.4326651318045147,0.15930928079214102,0.2729382179330737,0.714527983952759,0.2656803915443159,0.12193061280686557,0.21348978839898286
Paracentral_Lobule_R,0.19231436095358193,0.27189856713974675,0.34021470361022627,0.6312785800084126,0.30980231406382575,0.46625440777651367,0.5287098377780487,0.025623526187498826,0.08464836404787007,0.448327406127551,0.010691053567625824,0.29466769654086167,0.3567633210969439,1.0,0.02492844233816899,0.3502308061155739,0.5944987556661008,0.5013718100722845,0.3086267446847956,0.5881276891159651,0.37505364333970687,0.4451792661224701,0.44270255027550454,0.5699926231341907,0.09449026694455676,0.5164833423391907,0.7631657200449304,0.37047885276779835,0.6533628331398135,0.6996314295223309,0.42948372311583444,0.2881199317302854,0.5381957294947398,0.6312053845636393,0.8078158848831241
Vermis_9,0.5802983274412048,-0.006108965462587705,0.5035328203620713,0.304771405005907,-0.4100993937606345,0.27707858089156506,0.09766645312263644,0.6110077436895271,0.624283107969628,0.39260849039602896,0.45139395955911205,0.1842894447999913,-0.13233199312935254,0.02492844233816899,1.0,0.24188822931151727,0.14141051245963898,0.34077468002894773,-0.3319845598051548,0.23445222220251222,0.10758660440309467,0.2948687977581773,0.21525922459816124,0.2659245536850946,0.8103732629397724,0.3953116085997234,0.07395044559169703,0.038918264601151616,0.009506231725722241,0.30350201728411064,0.6235142225069609,-0.10832743702870855,0.34191420696869884,0.03317105841918435,0.19398263789046183
Amygdala_R,0.165698441199476,0.5826863758836742,0.6826769998260555,0.22998422489421466,0.26525619047658777,0.47867609957565177,-0.08736852941085241,-0.12216047120284314,0.30234038668944807,0.46271741572814024,0.18710578261946495,0.5840438685188131,-0.0743229484392445,0.3502308061155739,0.24188822931151727,1.0,0.31310689397544905,0.19206345665246424,0.08681997146976915,0.14100215876025976,0.4695264407336962,0.6107712098560464,0.18669976831474422,0.01441861145708173,0.16079311070785313,0.683183065535696,0.4031504395265461,-0.2626150652452801,-0.03269763536246809,0.108848442686905,0.12479673992313389,0.24492110249573967,-0.06045753236910807,0.5286636800510451,0.46468534337752415
Temporal_Sup_L,0.20687137121342647,0.45900603159722003,0.5187219380983442,0.5770966186680815,0.41200438546823703,0.5202171063403442,0.2983953404598606,-0.12576770437045667,0.06297332492823203,0.4428864856258494,0.10336383975615926,0.5460536433920407,0.23149402656942933,0.5944987556661008,0.14141051245963898,0.31310689397544905,1.0,0.35467544038168786,0.21408889308253265,0.4134776598249438,0.4119978937930709,0.39285075406368425,0.5818282751382374,0.35103833324765016,0.15762553356870823,0.5697216502675129,0.6270326015129157,0.0883302952879677,0.2649620324963974,0.47224472928848393,0.26712364024908486,0.22301787789207905,0.15045568756752625,0.6576543460138488,0.6310509678435431
N_Acc_L,0.3839234559695647,-0.1642521049758963,0.11810287721516577,0.36118969722632205,-0.07176647039219279,0.10322292031176156,0.6389676026621468,0.49721855101568124,0.12073325230633526,0.5490416700450358,0.13902888965054055,0.027076495908755962,0.20512042585059384,0.5013718100722845,0.34077468002894773,0.19206345665246424,0.35467544038168786,1.0,0.19647292043638606,0.5337459794134491,0.0033176376107146447,0.37485101128484966,0.111284876445171,0.60994366861803,0.45079051054785907,0.24463834076253543,0.44078787893033955,0.4869670609061583,0.563651954220483,0.5366723882729495,0.6067196573886081,0.20510335900714027,0.6003891209701862,0.15730842276786117,0.5017946042794807
Thal_Re_L,-0.26629170178489436,0.13913068637232634,-0.1188557807045225,0.17799378900461507,0.43091278696606167,-0.08376014997977642,0.243076738434868,-0.14687805622265718,-0.07140768610688372,0.4152984261034057,0.1392877716925735,-0.15033807219107473,0.7453316845789223,0.3086267446847956,-0.3319845598051548,0.08681997146976915,0.21408889308253265,0.19647292043638606,1.0,0.25126556566274016,-0.06828268002063065,0.37277998311139815,0.23481845415721306,0.27575845799517973,-0.11324682920125197,0.12781688863828786,0.3494950771455444,0.2884773095924314,0.3530739704702618,0.0914792131835028,0.13105475659518706,0.7757455729880105,0.10775435472578347,0.139799503906059,0.1347526674383102
Precentral_L,0.359598622484671,0.07251370516137227,0.2457689480888008,0.6911581224750001,-0.049122621210555016,0.2663029468249748,0.5518075614967176,0.3393428174689065,0.46094480773540203,0.3440912504551451,0.4166753223029373,-0.01344534726479249,0.23481822518770784,0.5881276891159651,0.23445222220251222,0.14100215876025976,0.4134776598249438,0.5337459794134491,0.25126556566274016,1.0,0.15062245972653537,0.2762872907470679,0.16428390898235767,0.8817360762645756,0.39733588438022255,0.35911498605439873,0.5280000174892118,0.6364168560440551,0.6301008610653046,0.6500527832315376,0.6251484337770823,0.1429105910749521,0.5531270167936976,0.2674267280802061,0.4069450046082205
Raphe_D,0.2621686127192271,0.5144028303885901,0.646542704971924,0.29742059682765676,0.3260246114234044,0.5451581183254322,-0.08010622065275412,-0.2921276450499999,0.19648421989109127,0.1241147292899396,0.2150963706329505,0.5040909046039195,-0.14931330854810085,0.37505364333970687,0.10758660440309467,0.4695264407336962,0.4119978937930709,0.0033176376107146447,-0.06828268002063065,0.15062245972653537,1.0,0.09559737027147053,0.25122914261862217,0.15200850932423163,0.05870799641877016,0.5306417529574093,0.47842106460052075,-0.23519674190153192,0.02703844323561704,0.28261106336581016,0.03799470105366354,-0.10213587866427903,-0.03492710856012617,0.6603372404564612,0.4988069986871283
Frontal_Inf_Orb_2_R,0.11252571723616916,0.42720166279403765,0.4593771143838128,0.35851648880435566,0.08479099919526668,0.4427310472857071,0.003376201182000511,0.15053554712604944,0.23500886604095014,0.7039102446153823,0.07653487972364476,0.4085334707904443,0.3335745782703929,0.4451792661224701,0.2948687977581773,0.6107712098560464,0.39285075406368425,0.37485101128484966,0.37277998311139815,0.2762872907470679,0.09559737027147053,1.0,0.47941286955106405,0.14437480599694175,0.26092439441028187,0.6781852223854754,0.4964163264693294,-0.10315553620619425,0.04779086381682999,0.2356600509283967,0.3154683528497681,0.5462990953298251,0.11483985465378999,0.5131200120667845,0.5529201763185007
Insula_L,0.13129006349160374,0.3824979519328936,0.4279821978802258,0.4611295162689719,0.2560834017336081,0.5238559296564719,0.037226641790218146,-0.03567954343412343,0.15711320355470831,0.3286327003068086,0.09757163113124966,0.37918114493413463,0.5283994003443644,0.44270255027550454,0.21525922459816124,0.18669976831474422,0.5818282751382374,0.111284876445171,0.23481845415721306,0.16428390898235767,0.25122914261862217,0.47941286955106405,1.0,0.1555118000173279,0.18810013795860406,0.6036108382171033,0.5147404706698182,-0.10601847014213987,0.13015270758179046,0.2784907329961403,0.23153775107314892,0.34978796558823744,0.13102077585185448,0.5656114481072471,0.5404333121391146
Postcentral_L,0.4153531250186056,-0.11042378886591359,0.15250474603045402,0.6025765620182142,-0.08349233378659286,0.14868597540950831,0.7399798820316289,0.4313853195783101,0.3723513411255216,0.3644872968636663,0.3913972195454702,-0.137568167550382,0.30194206970935145,0.5699926231341907,0.2659245536850946,0.01441861145708173,0.35103833324765016,0.60994366861803,0.27575845799517973,0.8817360762645756,0.15200850932423163,0.14437480599694175,0.1555118000173279,1.0,0.43979333706948776,0.21980910286208338,0.5244610761945361,0.7712873836617035,0.8052867814305227,0.7738558356908748,0.6810339746569762,0.13224837893762859,0.7491071844649297,0.1545954906000666,0.4225546313015479
Vermis_7,0.586633203594929,-0.09177987043743305,0.42119867835846775,0.40498971083033924,-0.33361399604625236,0.2129586405831524,0.250320527789987,0.629444690426005,0.6710870893169041,0.4608822939937844,0.644124847769762,0.06833831737742281,0.050364864904762836,0.09449026694455676,0.8103732629397724,0.16079311070785313,0.15762553356870823,0.45079051054785907,-0.11324682920125197,0.39733588438022255,0.05870799641877016,0.26092439441028187,0.18810013795860406,0.43979333706948776,1.0,0.35245760525060343,0.13240357496191885,0.19580068457064023,0.18011764095892893,0.4038628537927071,0.805801948329194,0.03952510679006526,0.4391018860415164,-0.004554733809625715,0.22761058919008278
Hippocampus_R,0.33237879251370606,0.7044544751870163,0.786229389873165,0.5985833221947979,0.25053564900390624,0.6752962186946524,-0.03764418000279522,-0.04738551366949979,0.5108273135854228,0.5054978665150731,0.35183150079082076,0.5682928602401779,0.22155874372197348,0.5164833423391907,0.3953116085997234,0.683183065535696,0.5697216502675129,0.24463834076253543,0.12781688863828786,0.35911498605439873,0.5306417529574093,0.6781852223854754,0.6036108382171033,0.21980910286208338,0.35245760525060343,1.0,0.626867160498131,-0.2023698405074705,0.08211874223827646,0.33804104777291905,0.37969457964155845,0.3185202999632457,0.09084778669575068,0.7766139632355155,0.612650005154261
Cerebellum_10_R,0.27357244316527884,0.35529315437733117,0.45378312138382904,0.6688275330482436,0.2983175880158476,0.5648973589433396,0.3563593082894421,0.004633228942071868,0.23393263502340766,0.42855182592926455,0.16132734243780775,0.32367402529292755,0.374160852469848,0.7631657200449304,0.07395044559169703,0.4031504395265461,0.6270326015129157,0.44078787893033955,0.3494950771455444,0.5280000174892118,0.47842106460052075,0.4964163264693294,0.5147404706698182,0.5244610761945361,0.13240357496191885,0.626867160498131,1.0,0.22053161872253943,0.4600733862490466,0.6341302730514261,0.41807381236624763,0.2852737426833103,0.39216073286084546,0.7036079348790293,0.7493166395933732
Parietal_Sup_L,0.15187343431741782,-0.47683762248993733,-0.2973722076611151,0.39517986135482575,-0.06901010123206332,-0.2596351126394678,0.8407930122998064,0.4662421923539694,0.17608004594373902,0.18566312446997546,0.20940564769763362,-0.46042358940930256,0.30971946003735845,0.37047885276779835,0.038918264601151616,-0.2626150652452801,0.0883302952879677,0.4869670609061583,0.2884773095924314,0.6364168560440551,-0.23519674190153192,-0.10315553620619425,-0.10601847014213987,0.7712873836617035,0.19580068457064023,-0.2023698405074705,0.22053161872253943,1.0,0.8455866333850551,0.601055063228429,0.4919485823174738,0.1264738315241419,0.7941957815739044,-0.22391855943547057,0.0794809801794507
Precuneus_L,0.18886141672467702,-0.20390160204177202,-0.0801533068773942,0.46774760023581713,0.12502593494740694,-0.023649340718279035,0.884711707736213,0.2992925072522762,0.14106726478350431,0.3179531487231093,0.15566129119063907,-0.23436481031888848,0.4326651318045147,0.6533628331398135,0.009506231725722241,-0.03269763536246809,0.2649620324963974,0.563651954220483,0.3530739704702618,0.6301008610653046,0.02703844323561704,0.04779086381682999,0.13015270758179046,0.8052867814305227,0.18011764095892893,0.08211874223827646,0.4600733862490466,0.8455866333850551,1.0,0.6873613559569951,0.5159432208441456,0.23663974872256094,0.827677663257119,0.09607725216095922,0.40640940689490407
SupraMarginal_R,0.4713291323740855,-0.022090778392366315,0.2807486897245004,0.6893761475690316,-0.08127976437641753,0.40238771889630787,0.6637021827221415,0.36631385552879725,0.33267950145892244,0.39620159556240686,0.2474701197782798,0.12787040684136758,0.15930928079214102,0.6996314295223309,0.30350201728411064,0.108848442686905,0.47224472928848393,0.5366723882729495,0.0914792131835028,0.6500527832315376,0.28261106336581016,0.2356600509283967,0.2784907329961403,0.7738558356908748,0.4038628537927071,0.33804104777291905,0.6341302730514261,0.601055063228429,0.6873613559569951,1.0,0.6460582535312474,-0.01920179674833864,0.8111215299150022,0.3645841867510565,0.6482355231452345
Vermis_6,0.5791807555914301,-0.09643437167527373,0.27478145587420005,0.6520812930970795,-0.18865426187648474,0.1892485918024884,0.5135920520483833,0.6556277108223287,0.6438070479039452,0.55439512495791,0.5452973579392364,-0.09725020717555086,0.2729382179330737,0.42948372311583444,0.6235142225069609,0.12479673992313389,0.26712364024908486,0.6067196573886081,0.13105475659518706,0.6251484337770823,0.03799470105366354,0.3154683528497681,0.23153775107314892,0.6810339746569762,0.805801948329194,0.37969457964155845,0.41807381236624763,0.4919485823174738,0.5159432208441456,0.6460582535312474,1.0,0.21065469004436632,0.6927413109292937,0.08352000522016288,0.3756969653841253
ACC_sub_L,-0.1899114470204945,0.2336021313694464,0.033587216958187685,0.22818598862205808,0.4921068036291398,-0.12347068602286268,0.08376650563727016,-0.10214007976714291,0.0439700933965791,0.5902525763951902,0.1869521920121009,-0.10049305461825601,0.714527983952759,0.2881199317302854,-0.10832743702870855,0.24492110249573967,0.22301787789207905,0.20510335900714027,0.7757455729880105,0.1429105910749521,-0.10213587866427903,0.5462990953298251,0.34978796558823744,0.13224837893762859,0.03952510679006526,0.3185202999632457,0.2852737426833103,0.1264738315241419,0.23663974872256094,-0.01920179674833864,0.21065469004436632,1.0,0.04125929856703196,0.13747011974536505,0.13326532760716728
Occipital_Sup_R,0.411373281209555,-0.3620718270274391,-0.02567285661371196,0.48780057376759617,-0.1891164924745327,0.05924019018427597,0.843731790785213,0.6165158871336296,0.33201768658438136,0.3782644559339339,0.20689653138174127,-0.205604186254098,0.2656803915443159,0.5381957294947398,0.34191420696869884,-0.06045753236910807,0.15045568756752625,0.6003891209701862,0.10775435472578347,0.5531270167936976,-0.03492710856012617,0.11483985465378999,0.13102077585185448,0.7491071844649297,0.4391018860415164,0.09084778669575068,0.39216073286084546,0.7941957815739044,0.827677663257119,0.8111215299150022,0.6927413109292937,0.04125929856703196,1.0,0.0017524411696773978,0.4218502635564053
ParaHippocampal_L,0.14805406032116583,0.6418028903074247,0.637754253906282,0.48297995150581374,0.39180241818791395,0.668291670790062,-0.01398653252037503,-0.31114398136842725,0.10981892898995833,0.3147173398829306,0.01696014735891323,0.6121332393848351,0.12193061280686557,0.6312053845636393,0.03317105841918435,0.5286636800510451,0.6576543460138488,0.15730842276786117,0.139799503906059,0.2674267280802061,0.6603372404564612,0.5131200120667845,0.5656114481072471,0.1545954906000666,-0.004554733809625715,0.7766139632355155,0.7036079348790293,-0.22391855943547057,0.09607725216095922,0.3645841867510565,0.08352000522016288,0.13747011974536505,0.0017524411696773978,1.0,0.7146732120176045
Supp_Motor_Area_L,0.31125037909291764,0.3397304498931328,0.5535893977787124,0.4749255995103189,0.20047878635797878,0.6500140381365759,0.3591370693757917,0.03354785815963169,0.07164286400702898,0.4731328429371464,-0.03498512427908423,0.5375705392052206,0.21348978839898286,0.8078158848831241,0.19398263789046183,0.46468534337752415,0.6310509678435431,0.5017946042794807,0.1347526674383102,0.4069450046082205,0.4988069986871283,0.5529201763185007,0.5404333121391146,0.4225546313015479,0.22761058919008278,0.612650005154261,0.7493166395933732,0.0794809801794507,0.40640940689490407,0.6482355231452345,0.3756969653841253,0.13326532760716728,0.4218502635564053,0.7146732120176045,1.0
