,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_Re_L,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuA_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_L,Caudate_L,Parietal_Inf_R,Thal_VPL_L,Vermis_10,Frontal_Sup_Medial_L,VTA_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,VTA_R,Postcentral_R,Cerebellum_8_L,Lingual_L,Raphe_D,ACC_sup_R,Red_N_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,Thal_PuI_L,Olfactory_L,ACC_sup_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_MGN_R,Temporal_Mid_L,Thal_LP_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,ACC_pre_L,Thal_MDl_R,Hippocampus_L,Thal_PuL_L,Cerebellum_9_R,Cuneus_R,Thal_IL_R,OFCmed_R,N_Acc_L,Heschl_L,Thal_LGN_L
Hippocampus_R,0.23889272070007556,0.33388166381467765,0.5458619212437846,0.27708196310710076,0.2455669983589416,0.18962711754182923,0.2728114871939994,0.017851940332257135,0.6626219245704092,0.42464069035719526,0.4880838320663835,0.37690329609409146,0.32799954120345104,-0.07025938917103301,0.44480890928076106,0.7006761703438169,0.26183857620847006,0.5649630327799854,0.29680430518003453,0.19594211846515808,0.4561614651228894,0.4516787575194142,0.41001710173687217,0.19809567073949144,0.3513042911901599,1.0,0.20772601092477536,0.021189240014749273,0.31139694675293905,-0.09635211455819484,0.3286935807810532,0.552887741590215,-0.09918684940508445,0.7704357571584118,0.18407835755647275,0.5905015832249775,0.7030164958691312,0.33135403078602055,0.3365811482189508,0.5584080807774703,0.19906620683405957,0.39991187515093224,0.4732790777830112,0.2822697483831626,0.2598784630358532,0.1138942283633517,0.27815723216387384,0.05731648165960008,0.2734063907923663,-0.2787926644840351,0.46984145591044696,0.5018424366148345,0.4097335237005006,0.02711993366013934,0.5381419299181575,0.37958862636096113,0.3806705975051986,0.48564778749839355,0.2631739360948403,-0.07743965666681596,0.39115153365949645,0.41809659860425685,0.35200108049498524,0.49314981074061737,0.19515196530125886,0.6531382655313549,0.3041037513743307,0.6007927928385732,0.27947923888598647,0.5203217425040726,0.3379132918657517,0.32126821074726003,0.24085554571706963,0.16965317660906332,0.39809469898425526,0.43809284863627973,0.3141776852361419,0.3869847884192052,0.042445988265436246,0.649606350533333,0.3778180227625505,0.7442371682955541,0.07294823037624482,0.5166249755805914,0.03341436006759803,0.6139152330418015,0.48573403106423846,0.40815943992673626,0.18414972744113398,0.41940325696079495
Cerebellum_10_R,0.30867068730672537,0.2988810211922774,0.44105326537531253,0.5651396733867421,0.4817403208464563,0.4148956612186861,0.595237200794893,0.2031018572503839,0.23595302560318787,0.2156507207240833,0.43642958362589074,0.019600713675526706,-0.002646624360063614,-0.011389425317023581,0.5888896311855308,0.1829183390115039,0.5704368969116446,0.3700251804222481,0.21801387759407848,0.5026623568314071,0.22748051097881455,0.5185288755683112,0.42361189413936473,0.32441730587485607,0.5579345275715729,0.20772601092477536,1.0,0.272062275797481,0.5219719315262582,0.3613492470133698,0.603264572041685,0.02213388507603374,0.1341927414153401,0.23009986594377954,0.4114930915939529,0.2477408738959147,0.4019539040077633,0.6334266318943279,0.1810462292824412,0.2813531655262612,0.28309663865058965,0.26393231279861573,0.11345741257713865,0.35059002842738296,0.17746099307337476,0.4884188045507976,0.1682409048418147,0.5295739717691489,0.4178789047694163,0.04601494039065347,0.210261489214848,0.6149592812459682,0.3239854573077398,-0.20578520198953343,0.3868580062557496,0.3256768999761865,0.3195196948384868,0.7046912629949232,0.3585044610414592,0.3471427964353408,0.5377211667294455,0.6160746663893036,0.16450736937505822,0.3262699261920538,0.11999796548457994,0.17688769550842615,0.5458144621177545,0.36808044927448047,0.1609571341944044,0.4814054065589222,0.48459321508637937,0.34739697252468327,0.2197830598653343,0.41508152491807987,0.5386548180320998,0.40345951402702324,0.5097483886150496,0.5665724558123029,-0.10563846439534326,0.34971744034073077,0.0901060088133593,0.5077639716466418,0.36169262345438474,0.646190944818996,0.12958098077393412,0.11005614905426855,0.22035287369111348,0.228333407285647,0.4051146961725621,0.1733732829124661
Parietal_Sup_L,0.010787781830539923,0.09490622797009801,0.06948204782482933,0.11009741765674078,0.0887707128476543,0.17878554615125666,0.17606988307302388,0.20983767437333878,0.2142825053757359,-0.0011754882066784425,0.0485231796927801,-0.020172362188743596,0.013060736762605248,0.017941416859359544,0.08383806126336145,0.17520740967655046,0.1271511261524577,0.08828298587186997,0.14049187234979024,0.35597246567350366,0.036098496696459606,0.12993675003845562,0.08279305720156527,0.3376745013568259,0.03359210312864251,0.021189240014749273,0.272062275797481,1.0,0.04236885100127755,-0.07679083906561246,-0.03186433851662571,-0.0036738423044512304,0.38059673131572896,0.2558749021760897,0.20168255380673755,-0.031183387921741464,0.1326853940538187,0.1508295403878254,-0.016949232679562394,0.18434523956028753,-0.09810880130112466,0.12706968973115398,0.2041929039224392,-0.17333101231349432,0.13900681642147694,0.12830791238193603,0.31886500849770805,0.18079016362180994,0.2860746704861662,0.1379151853327689,0.0818736620206746,0.0568037023039779,0.15117169098166355,-0.2509686863542954,0.17627339926692498,0.1862664063616383,-0.025580352094870442,0.0967005013220726,0.10475499907979464,-0.07471475570933422,-0.038123223411865644,0.07663741861280401,-0.1687048766303694,0.1616259912244842,0.19239045300686966,0.18957331147573164,0.21374285866200388,0.08827935207342799,0.3159124846009879,0.21438600618410766,0.16140166130316758,0.07815342365920258,-0.1803466619751972,0.274387021946841,0.16514627282766958,0.05149532178513696,0.014798653055130334,0.06480554975443052,0.0037380382920428803,0.2229991875533847,0.0067049039636964255,0.11112935075375534,0.414135666009399,0.1077044774496592,0.040290134715303995,0.00425467160353856,-0.26521099923962016,0.11306994349067226,0.05196252547564349,0.20387572242573962
Precuneus_L,0.33403854065906374,0.047490553801716885,0.27851896372518636,0.6043629199245323,0.6451498988436434,0.5306813561927387,0.7599475505595991,-0.05852755345934573,0.42386249824187183,0.23487526355540292,0.6667067286026798,-0.18228444041841385,-0.1772928997756543,0.03847145954302999,0.7303711655775486,0.1100075707409317,0.6428119664724607,0.5832028989371785,-0.18440581275412724,0.5816001551158291,0.29394753178845495,0.4341469647522274,0.47963406403178094,0.4010956871519124,0.5664633562201548,0.31139694675293905,0.5219719315262582,0.04236885100127755,1.0,0.40585589647123455,0.7576973869209428,0.1382330023551231,-0.14351991354066201,0.18224536139813097,0.6316585253939848,0.5620161431775563,0.4127565120779719,0.7761804688699558,0.6134699981092716,0.2352878863752336,0.5570174463345834,0.7337157317566764,-0.25156511992194286,0.5823970400168207,0.5856866345756954,0.5666881673370849,-0.059834519171830206,0.6482221270074475,0.07846692766110519,-0.16224712381907505,0.2567180191214662,0.7430074108304078,0.6818857588508058,-0.13035274493907997,0.42765431264821235,0.27952747990353327,0.47536924120458934,0.8155810716456865,0.8145251503863521,0.3928502398261801,0.8511646529574107,0.8235607135538985,0.44090281548793836,0.4052622883173054,-0.1814601095813376,0.11501489645528956,0.46433461466584225,0.5469312063499823,0.15698815936489013,0.23061012568554312,0.5691301438737577,0.7491179132142847,0.404756187032704,0.05275905418400458,0.6418977432110741,0.38459178441010894,0.942604692634522,0.5416237073458341,-0.12042115969074786,0.49306699746675114,0.5491794340749814,0.4937148828282907,0.16245542023216317,0.7709478482583608,0.24163611912684085,0.37702925562785955,0.40380296265804677,0.2420851564484915,0.4184649285731673,0.3635587858758229
SupraMarginal_R,0.31251677918447146,0.3121257609961822,0.2501755106159792,0.6774322123479969,0.3815944238134451,0.2694001315661891,0.40750841568693796,0.23623559110709594,-0.19118950058728942,-0.10945750072895083,-0.06777452476041246,0.01236869883591181,0.13941073610277369,-0.16195109596386026,0.11725975723620205,-0.10739352001587368,0.4523857381393948,0.26886256123377156,0.0890490290356062,0.13891447821032654,0.05810737554365969,0.3889476522668615,0.564800375755442,-0.03946788375250446,0.14144317315155355,-0.09635211455819484,0.3613492470133698,-0.07679083906561246,0.40585589647123455,1.0,0.27832912087123046,-0.2140631097481039,0.09177027494954104,-0.31894159131681743,0.4594194577298488,0.010008815475343406,0.08905981158616158,0.3690077506547272,0.19181317920481075,0.13534161236625103,0.7011580644994201,0.05898733080813782,-0.13031757125735935,0.3501318709139091,0.18691371668764964,0.6127935785801454,-0.11904571618459561,0.5173180254205522,-0.02212868017866702,-0.09958734260954566,-0.14955373165766406,0.31176848395189155,0.2115189604477763,-0.2039091676717444,0.07263047214905244,-0.15299728126582832,0.21373831826607373,0.2965287968985884,0.22579405518738654,0.9540868265740642,0.23815467034755505,0.3092539819280796,0.012541438527344033,0.34468875460168125,0.12582428071487262,0.04271241098354065,0.5585531484257238,0.12676145740846148,-0.2740246808997349,0.1701803818466251,0.3411040735653491,0.2751643311268295,0.4625204528148642,-0.014413871816343574,0.18906463953268027,0.16314982614674783,0.39718036354733616,0.46292474351385005,-0.12415378839206555,0.11102405024561202,0.07758114519882521,0.25343138745847704,-0.15095354606912922,0.22506935052840804,0.5672920755069717,-0.21130057944211825,0.2479644076828506,-0.050135313119028774,0.5885858057417377,-0.22409004330469276
Vermis_6,0.28894658823401825,0.18783675721589366,0.35035460330628,0.5729386762633578,0.5505249499064111,0.5444983293197714,0.5256785238098435,-0.1666509351499838,0.30432073719175523,0.21280544020046677,0.7250435848303779,-0.03068517187106114,-0.121519986329609,0.04448421418080332,0.8226417943176659,0.13664168284962824,0.6241523670509688,0.4073562671177507,-0.07853770935702047,0.4788298529250143,0.1648822406877656,0.4256082741466747,0.44032926574239295,0.3287760148263484,0.7313015318630446,0.3286935807810532,0.603264572041685,-0.03186433851662571,0.7576973869209428,0.27832912087123046,1.0,0.13052556783123617,-0.08281611513398235,0.30052512557762145,0.3489914912290102,0.41455310142116636,0.44126077486238663,0.7005409334186753,0.39831758274227735,0.1306162129933853,0.3038251813176649,0.4837938838257815,-0.06721322081082899,0.5325006326403864,0.24733915234653112,0.5126170897131462,-0.10017458986866619,0.5699234129348731,0.1992168695089592,-0.10035242427981662,0.2857040867187968,0.8111359736487299,0.40385971986128666,-0.05368362645408527,0.398672998928893,0.28788300035338543,0.414738049526002,0.8919504846078083,0.539253898488404,0.23813651043285036,0.7822984059752808,0.85371872789537,0.3435599112819573,0.33169032115965735,-0.15613246696310182,0.07268881585496158,0.3816913385345835,0.429663556302648,0.1951554121626954,0.27941112923280104,0.4869503864633234,0.45632430691160575,0.3938172447996443,0.13893749685097512,0.5859691983872624,0.47976366863302033,0.7232851329134419,0.5635886991358848,-0.10379509738679299,0.4380466777230974,0.3325140553361747,0.5270637673753757,0.2361699538117215,0.8102378389147354,0.030231017200917046,0.22455582496345647,0.36670520505196574,0.18716214514023896,0.44977644328725574,0.3162530092496986
Thal_PuA_R,0.06246320679851118,0.2187397534326594,0.43371743764058024,-0.00631838442185209,0.033830167356527135,-0.01711660216294582,0.059295149532733266,0.10274329735347303,0.49292897351654463,0.30659814362384197,0.43100117067317756,0.24699013517138232,0.10753893666029636,-0.010881757894120467,0.30258909988003435,0.512546374680726,0.03218732626959531,0.34360375084643713,0.03352457400221865,-0.03503201109973565,0.29701923691967413,0.24262035078507158,0.09761282549335193,-0.08203726880332703,0.161156671473063,0.552887741590215,0.02213388507603374,-0.0036738423044512304,0.1382330023551231,-0.2140631097481039,0.13052556783123617,1.0,-0.10886225187450296,0.46449034399903977,-0.16431337331901533,0.3864511232166506,0.39599761874713035,0.040750183120326765,0.2335829450253036,0.28811757456600323,0.025583452219542113,0.17105860870061854,0.1931034233883223,0.1560020225331427,0.21129802696754574,-0.03543280553356668,0.22043089802831575,-0.04278612228850035,0.21234129446246003,-0.1534865253596536,0.3546808348384708,0.3187002188809021,0.0979581280532502,0.016719274329375564,0.3687367694062205,0.3512638907019278,0.30276318752823633,0.21266160430285408,0.16985478759862577,-0.2512042865887224,0.21496617024580897,0.21312442095001147,0.31221417541814545,0.3051723117231991,0.027007306877968127,0.36758999697182315,0.0859011358563963,0.3829529003427043,0.22363961977410948,0.28882180632592536,0.058171926649610774,0.04114991325438783,0.18844756169110632,0.3305274391005375,0.27887422392754946,0.3711323920955531,0.16387722001521537,0.1298126759436964,0.1566166452096406,0.33277205958945366,0.3845664340515056,0.4284440569944517,0.1450292039834,0.30148588869609355,0.015351538085452929,0.5347717277597523,0.3893526885119222,0.38002378308708534,-0.04443359540824673,0.13885419953270242
Occipital_Sup_R,0.012525013359716933,0.09057364070060778,0.11343667750968231,-0.01116695542403523,-0.02714054527283667,-0.06561362774627143,0.031260547378587154,0.2073938345033682,-0.08493125010191337,-0.12058950264022611,-0.11499022459571545,-0.00472611224453853,0.17355216855291267,-0.1785318003567005,-0.05918057341885062,0.14191312137555714,-0.011150728284587042,0.05708686886768888,0.1131816680051327,0.07010797906992224,-0.03767177510581069,0.09754010543220923,0.06542938832145324,0.02791585799694851,-0.03210357876524019,-0.09918684940508445,0.1341927414153401,0.38059673131572896,-0.14351991354066201,0.09177027494954104,-0.08281611513398235,-0.10886225187450296,1.0,0.10434543253076865,0.10224564625085443,-0.24093602579812007,0.09075300565832696,-0.09519622413559024,-0.047738483397083274,0.04438080978195963,-0.06923881337287445,-0.12085798267132303,0.10857673480652576,-0.1305572966203214,-0.07695094166385161,0.04770975878065646,0.19304475304548674,0.07046755796835252,0.24191647551397422,0.0876727825808135,0.08407482795282999,-0.07183624361013874,-0.05003454916870582,-0.3528876403856303,0.1195441565355031,0.18409688694411946,-0.07217018581107759,-0.07183866886370008,-0.14952340212522744,0.035074378131745194,-0.17794535242206388,-0.06681384452095171,-0.27937310449055747,0.08976546958309316,0.09500953101190976,0.08076643524989612,0.08440186213340338,-0.049798352264659236,0.03165582202562603,0.1614685396219287,-0.020137480152625755,-0.05483681898785546,-0.13849271031709298,0.2907657484148927,0.008387669109908022,-0.06867313614348904,-0.15046278686939613,-0.007579187233630705,0.1694165593557269,0.12268807502307126,-0.10327832142108861,0.01722225525384682,0.25202718756276177,-0.046670160393776916,0.17951461315287212,-0.25107029591525887,-0.16791752096806958,0.1346188529993497,0.029037158747458745,-0.050010900365122665
ParaHippocampal_L,0.3006776916772538,0.2621699560214896,0.4781356652082998,0.11533424860976726,0.2205518585289008,0.17054568947396456,0.20857155854762777,0.014042881977498686,0.5836740470093352,0.48923301223738896,0.5067528004299415,0.2823389420144367,0.2647074897419504,0.04316270920143244,0.43406355729395035,0.672018530157927,0.21329137531994138,0.4741516395552997,0.2691804196401912,0.25024759283371334,0.41478540573559985,0.32060279909144096,0.1993955078762141,0.29692689035623354,0.4204889710032334,0.7704357571584118,0.23009986594377954,0.2558749021760897,0.18224536139813097,-0.31894159131681743,0.30052512557762145,0.46449034399903977,0.10434543253076865,1.0,0.1382854492275703,0.4549721159112868,0.6879474211033665,0.2797016138350376,0.20580552359454546,0.42344353551216607,-0.031693018069083985,0.36888679579190065,0.5050194286410518,0.24512503710297062,0.1210088176862525,0.03251841118657179,0.28799509818078706,0.06058935063154806,0.6141954950101275,-0.042216090609221074,0.6630233448153844,0.3853919110145707,0.3634259610496724,0.028558939424225323,0.638440300941291,0.6597447376242953,0.3997464417573999,0.4467897296030603,0.21983696997844696,-0.3363348880582959,0.3374337238102809,0.34194531385320615,0.18244156863872396,0.3249973520708612,0.16303694019282208,0.5341230578112911,0.1730681259116803,0.6125866565477511,0.4298562663136513,0.5883661291418522,0.3077145034036809,0.25104359358733636,0.08121908624450455,0.3863395423815558,0.48007225094263817,0.3738408845793813,0.19498108888792678,0.262881568100505,0.16537834514095662,0.6556861529686084,0.2884786132141302,0.6374869364285123,0.4019905406410709,0.5139754761061861,-0.11161753542318033,0.4619593991693373,0.3496003618625174,0.5409982400663014,0.06893232267374345,0.47749724101593133
Supp_Motor_Area_L,0.36069924738008646,0.0863333485926202,0.22710211401141725,0.5911209444400948,0.6136224110883072,0.48726207888236295,0.5680392321310299,0.05509198578728819,0.32371333527403895,0.08304666661965775,0.23356914298010725,-0.15218162026736154,0.06922461079272228,-0.16284246020077756,0.3698924589229607,0.04185667371184515,0.5822877803410768,0.5908492018820867,0.012300209629689137,0.6514395872831801,0.19917019484991794,0.44536892704207165,0.5277299466296083,0.5371871608215191,0.2747864280204209,0.18407835755647275,0.4114930915939529,0.20168255380673755,0.6316585253939848,0.4594194577298488,0.3489914912290102,-0.16431337331901533,0.10224564625085443,0.1382854492275703,1.0,0.3796004591424789,0.3738222402084911,0.6104455025261236,0.5341154190669047,0.21060708280716672,0.6190072653375015,0.6544041718034713,0.0044635238758853986,0.46193111471921916,0.49783793110291413,0.5801150718878244,-0.03458843280540437,0.5541946044006939,0.17924688350377782,-0.04924767453320342,0.10239839571084285,0.4123838560522348,0.7749046700530255,-0.21374586830198875,0.36406787470482904,0.19708753089267125,0.30698338695854804,0.5135563277731464,0.5047027007718918,0.519830616226228,0.5459770429552144,0.467189359614341,0.11231874340901689,0.4262339063892491,0.010796773397174268,0.18244728746181418,0.5512412312780486,0.47736882817908477,0.0587534978875409,0.3481702827583519,0.5856940780522222,0.7917410002906287,0.19210212934937762,0.005961425141248882,0.5361986949436722,0.13562918044393074,0.6230250359890189,0.507389715569287,-0.11782989069579204,0.5093112289956682,0.35737254548903014,0.411666940861973,0.18070959356382219,0.4890878586017089,0.33428235291056363,0.1148548953750972,0.22515357299578462,0.14805321658048684,0.47892760115089283,0.31176880585096334
Cerebellum_3_L,0.278945616671056,0.19615268031209207,0.2370122782359068,0.28971565737710486,0.29489476322045544,0.2562923927077078,0.3800144113673825,0.061033911697812686,0.5940408564932994,0.2683834762342947,0.5539725751136383,0.09657726080870543,0.07864146395073614,0.039111599878739745,0.5023376911438375,0.3861165521646696,0.3118598117533918,0.5030184799785276,0.14963718134490098,0.25484623685530805,0.34283699905396603,0.23405836430502974,0.2565918250835034,0.23947342057425358,0.4355529065438672,0.5905015832249775,0.2477408738959147,-0.031183387921741464,0.5620161431775563,0.010008815475343406,0.41455310142116636,0.3864511232166506,-0.24093602579812007,0.4549721159112868,0.3796004591424789,1.0,0.4096012902663587,0.5211534832626827,0.35405434357357357,0.2770488205874265,0.32373824699945447,0.5348191079795033,0.19396158597852717,0.39549671455447183,0.44531663549902734,0.15854109502384645,0.030561350848290987,0.15123397243843711,0.1614732413566356,-0.2738948270542839,0.4157683361355936,0.5712690610981337,0.5293042764286595,-0.035699595824242134,0.3491726855582435,0.27566647539566086,0.3211312741087931,0.5572738269594354,0.477151529003827,0.02429249610443842,0.5607691146023122,0.5265074272694219,0.3082037507571406,0.24816511424435928,0.11056624084838788,0.2925073812483081,0.2409212830214463,0.7250139433331109,0.20472548000457824,0.2759290717984974,0.2974215860483841,0.4939769837153454,0.19758200261952438,-0.033706148540989876,0.41349114239254053,0.20556013598791154,0.5135510447576916,0.26982813984204207,-0.09336568669473051,0.5061282634423827,0.3616166191901833,0.5226845749783264,0.11087211991705877,0.561427686631834,0.07623142932522074,0.5564443751786445,0.43008903920728375,0.167466719224541,0.14648082135243856,0.3993572201805504
OFCant_R,0.327536298119819,0.29412521951443327,0.6971111800107335,0.4383073786570927,0.5480093265502984,0.3519595921956094,0.4265819104396424,-0.0006178568591229259,0.6106162614751167,0.4023651532854461,0.4361650651235425,0.18710425486861887,0.2693960088789016,-0.08748426229301351,0.4757438071461392,0.4479245107537187,0.4839866220370639,0.6972024179825532,0.1382731959634958,0.39019886707204643,0.42500496407873917,0.6197038804102541,0.539277054955967,0.3149410439895422,0.4243942645147696,0.7030164958691312,0.4019539040077633,0.1326853940538187,0.4127565120779719,0.08905981158616158,0.44126077486238663,0.39599761874713035,0.09075300565832696,0.6879474211033665,0.3738222402084911,0.4096012902663587,1.0,0.4161029527121256,0.45159380658504117,0.36616346934056815,0.3175629657389681,0.5252530867917006,0.2917429943593365,0.5330164921723135,0.2895894822106821,0.4038145221520066,0.16543398453121289,0.33547333603842777,0.5003084688546389,-0.09460009135500765,0.46959952296382557,0.4924508627300825,0.5352668359902494,-0.0639297547560912,0.7652825521939303,0.6029516752042189,0.6275713578514267,0.5817391925192683,0.30286640926147723,0.07643445915059803,0.5187825381171988,0.4749549829979159,0.32725628201109647,0.5818591026427181,0.047892567533261945,0.6376440254753732,0.38746522613878764,0.6815588363934602,0.33210659090313505,0.6892529512116995,0.5624124420521622,0.4768700319811522,0.3508227462062313,0.40221117621312297,0.6625021103503115,0.44266785849484813,0.4655661896081833,0.6162963282282097,0.04655936382501626,0.7452237450878788,0.4443870969820608,0.7520639120155395,0.30036432295909826,0.580528351362583,0.09459382606304786,0.4805094201680524,0.5839043521768149,0.538259971100413,0.3921758439886062,0.3310388905501943
Cerebellum_Crus1_R,0.4132615099628469,0.31375590107416,0.3511697516122311,0.7321279993840925,0.5924399392074521,0.6948708877872362,0.6451667316458569,0.08953461199620205,0.46662101426642527,0.1607826188347746,0.5761544400320332,0.005193869432859747,-0.03765380224830752,0.08546846201461172,0.70275746325497,0.11668886945657947,0.7203427799531832,0.544021301768583,0.1485060819130252,0.6278803933572217,0.20671114756920916,0.5481192242003213,0.5452644614394326,0.5136182806340447,0.6425054622784822,0.33135403078602055,0.6334266318943279,0.1508295403878254,0.7761804688699558,0.3690077506547272,0.7005409334186753,0.040750183120326765,-0.09519622413559024,0.2797016138350376,0.6104455025261236,0.5211534832626827,0.4161029527121256,1.0,0.38384448778286195,0.26526073506784836,0.422158277574586,0.5966650491044191,0.07887373368002829,0.46192501713708123,0.3839814892762441,0.603710110098565,0.00819599167983212,0.6503625191929757,0.24637468455671255,-0.11456906947103739,0.2843668381930889,0.6886795278319245,0.6464170764906746,-0.08590230282322989,0.3822031313602818,0.25335960156655174,0.4233817490909823,0.8661713978806891,0.6538505708805212,0.395685897520619,0.782298490238153,0.7498266192952519,0.16750768945558459,0.45670161001392356,0.16776328206145427,0.222726555704439,0.6160432693137894,0.571341511700309,0.21152159988726474,0.32581942290862204,0.6382155007132143,0.679834212113835,0.39713724708793485,0.07887342238758767,0.6101485329544565,0.5087054037272557,0.7651453426862046,0.6220229056223987,-0.17028650988533803,0.5089431960590175,0.30028902096556187,0.5707313950332576,0.21724110617363118,0.7966412352723747,0.15967732325355166,0.2626993366260326,0.3223195143670041,0.09888931930192707,0.5633360712317034,0.4238345225904362
Thal_AV_R,0.2297666823191964,-0.18959801353040037,0.3919173939955319,0.34268265849521395,0.5059593021983412,0.3187841088808702,0.40505598079299104,-0.3030699180623519,0.3330931279796274,0.34833540386958434,0.48642842866775127,-0.22416100654190807,-0.018472142794410982,-0.002989177930926018,0.5022724834590347,0.190811760892323,0.4378350547869368,0.6740794199531261,-0.4346351550404551,0.399065906998981,0.35004086039656485,0.34668131006623726,0.4060180383335152,0.3051155337720111,0.26392778481223617,0.3365811482189508,0.1810462292824412,-0.016949232679562394,0.6134699981092716,0.19181317920481075,0.39831758274227735,0.2335829450253036,-0.047738483397083274,0.20580552359454546,0.5341154190669047,0.35405434357357357,0.45159380658504117,0.38384448778286195,1.0,0.31222599133163226,0.4645976315921817,0.6246362357112644,-0.3637300583156701,0.4937864737572449,0.5931631299536981,0.42528115130871846,-0.21195229922740344,0.41753320148164574,-0.024581516657620206,-0.042140076343879576,0.11811057499892222,0.501913313687314,0.6045950840358194,0.0026068665717267473,0.516118515594462,0.3119250471958302,0.5110870004550345,0.4783153212650516,0.5363821667865902,0.20587271706899804,0.6108314113696129,0.4766756260465441,0.3810370970625429,0.4787031198550915,-0.39581850112105754,0.262937177176514,0.2493905813528919,0.3138743642669702,0.07044883778559434,0.31271951803714193,0.5262042509863222,0.6927766936058635,0.3248653213816019,0.06491693887226213,0.47094456865849516,0.2812919433449073,0.6626285050590259,0.39438873203274105,-0.12626184220725745,0.5850746342169424,0.7451813742587158,0.4116214481398243,0.0805187673974131,0.5042990311315437,0.0861786408726229,0.35454739398314894,0.4155416233301979,0.4405164646082328,0.3560757029282815,0.3345168605214733
Amygdala_L,0.0011900077024961818,0.21679185955361782,0.3924491364448913,0.31022577809254576,0.2679550881802702,0.2178171134131414,0.25330536788753055,-0.0024187554781653292,0.3535228952899142,0.4587819942367702,0.34134079792922256,0.10980169176878773,-0.01383189335745374,-0.08247072457789234,0.3285860736110094,0.5786812089028646,0.24954462714520176,0.4529145218990611,0.04934751743957253,0.22066936385239883,0.3575591948301836,0.3856777525924712,0.4591499165833442,0.14892813281639272,0.08611841204360199,0.5584080807774703,0.2813531655262612,0.18434523956028753,0.2352878863752336,0.13534161236625103,0.1306162129933853,0.28811757456600323,0.04438080978195963,0.42344353551216607,0.21060708280716672,0.2770488205874265,0.36616346934056815,0.26526073506784836,0.31222599133163226,1.0,0.20823054993334045,0.24003288997848193,0.13027344892237,0.10994887123020125,0.4379711784492392,0.2741428890569005,0.21418954837702872,0.19017602538031567,0.12106561498202495,-0.1526062227252111,0.12149727831500591,0.3602785711798582,0.35399147553783955,-0.07108109668356134,0.4805768539477929,0.23785289924224254,0.39192087591778235,0.3051804944430856,0.2533055691739598,0.1678805642932014,0.2164673090523633,0.2539360510974829,0.31479295483832015,0.5046657789137807,0.029680398800929528,0.5565967136258162,0.45095098905585007,0.20135153517706733,0.2557090904362083,0.48206993867204123,0.3810615938026539,0.28577060607724075,0.3204160427194922,0.18044506149462056,0.2143498207381995,0.43952275856701595,0.2764504719683465,0.3058223911837834,-0.14585509973962818,0.438144078540754,0.3299800230777052,0.5067498385137553,0.037588517267926856,0.38862774779176695,0.04263236480094093,0.36019685726258627,0.1609583515900299,0.342528423426565,0.2858165956292104,0.17282559725334595
